代码,日期,收盘,开盘,最高,最低,成交量,成交额
801750,2014-02-21,2851.45,2819.89,2880.18,2816.2,8.43967018,166.9613104744
801750,2014-02-24,2890.59,2839.54,2890.71,2817.78,8.60390175,182.1498752003
801750,2014-02-25,2779.35,2903.82,2948.65,2751.18,15.40899155,314.3370303129
801750,2014-02-26,2783.58,2743.0,2783.95,2675.43,10.18010136,199.33025409060002
801750,2014-02-27,2752.81,2798.07,2855.47,2747.24,10.62811136,217.3369050673
801750,2014-02-28,2783.94,2784.05,2793.8,2713.16,10.00669678,204.041073373
801750,2014-03-03,2856.98,2808.5,2856.98,2802.36,9.67772062,194.3953804477
801750,2014-03-04,2825.4,2839.89,2846.03,2788.18,8.84042736,175.0823579342
801750,2014-03-05,2823.72,2831.32,2840.71,2811.65,7.77837314,149.6554814818
801750,2014-03-06,2800.77,2815.65,2817.18,2761.35,7.57561148,156.7134965328
801750,2014-03-07,2771.2,2797.72,2807.37,2758.59,7.07916723,140.4807961181
801750,2014-03-10,2669.61,2754.41,2754.48,2663.36,7.75184659,143.7242465702
801750,2014-03-11,2646.34,2656.02,2682.64,2617.96,7.17293718,137.6059000825
801750,2014-03-12,2612.87,2636.26,2658.86,2568.47,6.34665082,123.9432016064
801750,2014-03-13,2665.39,2610.98,2665.7,2610.74,5.51764158,110.3513320058
801750,2014-03-14,2668.88,2652.22,2690.7,2644.55,5.95333538,122.3511040523
801750,2014-03-17,2734.47,2667.63,2734.47,2662.88,6.70726131,134.6478116715
801750,2014-03-18,2765.51,2738.19,2786.92,2738.1,7.80684393,165.00958497690002
801750,2014-03-19,2739.35,2760.25,2760.86,2715.39,6.6776766,134.667271214
801750,2014-03-20,2640.66,2731.72,2748.41,2640.66,7.48788954,141.3091155561
801750,2014-03-21,2687.57,2621.72,2695.26,2580.83,7.08273611,133.5002311195
801750,2014-03-24,2648.49,2681.69,2683.5,2640.93,6.26216499,120.66040848739999
801750,2014-03-25,2640.58,2637.11,2662.2,2621.08,6.06479957,108.4362265702
801750,2014-03-26,2659.75,2640.12,2667.5,2639.51,5.55157497,105.70934327
801750,2014-03-27,2584.03,2654.06,2655.07,2584.03,6.39159681,119.8455305772
801750,2014-03-28,2500.49,2571.21,2574.05,2492.01,6.6104419,114.8459252424
801750,2014-03-31,2498.5,2499.84,2516.19,2476.09,4.87960772,86.3535356352
801750,2014-04-01,2552.19,2494.15,2552.73,2493.58,4.12419227,75.56274273359999
801750,2014-04-02,2518.21,2552.05,2559.02,2502.03,4.21860022,80.0200981296
801750,2014-04-03,2531.88,2519.73,2562.67,2518.03,4.52862396,83.3630145313
801750,2014-04-04,2571.33,2524.71,2571.75,2518.2,4.58240749,76.7541912386
801750,2014-04-08,2586.73,2560.5,2589.49,2549.25,4.7795457,82.5293219332
801750,2014-04-09,2631.24,2602.78,2634.97,2602.21,5.2696371,96.9681283749
801750,2014-04-10,2654.93,2646.0,2677.62,2643.2,6.85203521,127.1388004468
801750,2014-04-11,2619.04,2637.58,2638.55,2603.72,6.69705742,110.5202661409
