代码,日期,收盘,开盘,最高,最低,成交量,成交额
801970,2021-12-13,2226.74,2209.71,2231.07,2209.71,10.29727691,106.23014937
801970,2021-12-14,2242.78,2223.88,2244.89,2216.01,10.16941369,106.7697266
801970,2021-12-15,2264.18,2242.74,2274.88,2242.72,12.69410012,118.16030475
801970,2021-12-16,2317.21,2269.81,2317.5,2269.81,16.16636681,151.47283511
801970,2021-12-17,2313.04,2313.09,2331.79,2305.83,15.36239334,140.57790232
801970,2021-12-20,2284.1,2310.11,2310.11,2282.5,13.74569361,124.05839926
801970,2021-12-21,2316.07,2281.97,2316.53,2279.6,13.11572816,108.81356433
801970,2021-12-22,2297.55,2323.09,2323.12,2295.43,12.35725852,106.81550234
801970,2021-12-23,2296.15,2293.47,2302.31,2283.3,12.19648594,108.05148392
801970,2021-12-24,2250.44,2295.52,2297.52,2250.0,12.19702906,112.64666024
801970,2021-12-27,2272.03,2247.23,2282.35,2243.44,10.2102802,93.2344741
801970,2021-12-28,2267.68,2280.22,2280.22,2257.72,9.40841707,88.02277861
801970,2021-12-29,2274.3,2264.82,2283.58,2259.62,10.48082668,97.20121071
801970,2021-12-30,2273.42,2271.03,2284.86,2269.05,9.51602641,87.7145549
801970,2021-12-31,2293.17,2275.52,2301.41,2274.72,11.28897936,101.94684656
801970,2022-01-04,2308.54,2305.25,2313.75,2297.7,14.25136681,123.42471916
801970,2022-01-05,2285.24,2314.24,2315.99,2269.61,12.79521875,118.02244231
801970,2022-01-06,2321.11,2276.44,2329.74,2275.87,14.53811456,133.03102573
801970,2022-01-07,2274.01,2320.89,2322.28,2274.01,13.6381627,127.79974876
801970,2022-01-10,2282.65,2270.95,2287.0,2256.58,11.06135607,104.96050282
801970,2022-01-11,2270.71,2285.56,2301.86,2267.62,11.09401589,112.23908455
801970,2022-01-12,2281.28,2277.96,2295.14,2270.54,10.88603685,104.8309797
801970,2022-01-13,2248.12,2280.29,2280.32,2247.81,10.76979419,100.34746255
801970,2022-01-14,2218.13,2242.66,2245.93,2214.95,10.94132378,97.51277114
801970,2022-01-17,2237.88,2216.39,2239.24,2216.1,9.47363405,86.63048765
801970,2022-01-18,2224.74,2238.65,2239.0,2218.55,10.71818128,92.21388153
801970,2022-01-19,2223.79,2218.07,2228.45,2204.81,9.06846867,80.38787805
801970,2022-01-20,2175.3,2225.6,2225.6,2173.69,10.32866268,94.28606355
801970,2022-01-21,2143.49,2168.16,2174.17,2139.86,7.97067251,68.93650794
801970,2022-01-24,2141.4,2140.05,2149.76,2124.2,6.95604742,64.42223093
801970,2022-01-25,2058.73,2137.7,2138.77,2058.73,10.63886087,81.4787734
801970,2022-01-26,2080.0,2058.75,2085.9,2058.62,7.62583833,60.00778705
801970,2022-01-27,2036.49,2084.67,2084.7,2036.49,8.98331912,67.51127043
801970,2022-01-28,2059.22,2051.25,2076.43,2023.52,8.34693769,60.83653783
801970,2022-02-07,2100.25,2086.04,2106.94,2082.51,9.28350743,69.06346708
801970,2022-02-08,2146.25,2096.93,2146.25,2095.02,9.81263069,73.25895263
801970,2022-02-09,2175.77,2142.56,2176.29,2137.74,9.99600712,77.61538596
801970,2022-02-10,2194.67,2202.52,2222.45,2181.15,13.74151977,112.63100139
801970,2022-02-11,2174.36,2183.89,2197.5,2171.13,13.25633972,111.84465002
801970,2022-02-14,2151.82,2159.07,2169.78,2142.98,10.06016268,84.11896599
801970,2022-02-15,2145.17,2154.22,2154.22,2129.07,8.58738887,68.04333925
801970,2022-02-16,2177.58,2152.11,2177.94,2152.11,9.13574416,75.72249098
801970,2022-02-17,2226.41,2188.04,2246.99,2187.89,18.71917385,170.17093911
801970,2022-02-18,2233.83,2203.88,2234.65,2198.99,15.20180971,140.13123962
801970,2022-02-21,2237.23,2229.21,2237.23,2219.79,12.8495409,111.04663598
801970,2022-02-22,2211.64,2221.91,2224.43,2198.86,11.78437786,107.67942833
801970,2022-02-23,2225.69,2215.61,2226.71,2203.89,10.5668485,101.60614218
801970,2022-02-24,2165.68,2218.68,2236.13,2143.04,16.07204477,139.02117922
801970,2022-02-25,2195.05,2182.24,2204.2,2180.18,10.87750707,95.50489846
801970,2022-02-28,2217.88,2199.31,2217.88,2172.96,9.70228275,89.51024349
