代码,日期,收盘,开盘,最高,最低,成交量,成交额
801180,1999-12-30,1000.0,1000.0,1000.0,1000.0,0.19186717,2.1408573081
801180,2000-01-04,1032.15,1003.46,1039.87,991.98,0.4892108,5.5311674825
801180,2000-01-05,1034.17,1033.21,1064.41,1014.91,0.80159281,9.8395930538
801180,2000-01-06,1069.96,1030.2,1077.16,1017.56,0.75604821,8.7282742522
801180,2000-01-07,1107.52,1077.79,1121.05,1066.43,1.50444797,17.02138962
801180,2000-01-10,1133.78,1118.61,1151.69,1089.97,1.59177,18.08699915
801180,2000-01-11,1083.97,1133.59,1148.37,1070.14,1.23691204,14.4263626662
801180,2000-01-12,1058.68,1080.62,1107.23,1044.88,1.0465351,12.599070113
801180,2000-01-13,1051.14,1056.02,1078.96,1039.35,0.65097935,7.5487864316
801180,2000-01-14,1038.64,1054.28,1071.45,1027.0,0.61839079,6.6358795985
801180,2000-01-17,1057.72,1035.77,1069.68,1021.86,0.71816487,6.801787350700001
801180,2000-01-18,1053.7,1060.37,1080.12,1037.63,0.97473471,9.918460663300001
801180,2000-01-19,1062.14,1053.05,1076.04,1039.79,0.64624775,7.122440899600001
801180,2000-01-20,1082.54,1063.51,1093.29,1053.53,0.76378323,8.659984147100001
801180,2000-01-21,1080.92,1087.33,1111.84,1060.61,1.22824952,14.0069260002
801180,2000-01-24,1092.06,1080.84,1110.53,1052.77,1.41675182,16.2794889648
801180,2000-01-25,1093.5,1094.61,1128.01,1069.89,1.24180368,14.666408069500001
801180,2000-01-26,1102.74,1094.51,1121.58,1075.89,0.90692296,10.1606573846
801180,2000-01-27,1119.8,1112.95,1145.73,1091.56,1.35831984,15.6700974122
801180,2000-01-28,1146.88,1129.81,1169.78,1109.91,1.81517212,21.3064606754
801180,2000-02-14,1250.26,1189.29,1253.16,1174.34,2.1346657,25.887843386100002
801180,2000-02-15,1248.13,1277.68,1335.79,1219.99,3.2810313,41.2699606581
801180,2000-02-16,1281.06,1255.07,1307.44,1216.14,3.35589399,38.6548127976
801180,2000-02-17,1250.23,1312.24,1374.85,1213.75,4.80126778,58.4019218993
801180,2000-02-18,1263.63,1245.89,1288.66,1187.87,2.41858923,29.649271531999997
801180,2000-02-21,1288.6,1281.88,1332.54,1231.1,3.1843227,41.911144825
801180,2000-02-22,1241.08,1304.38,1343.44,1225.93,3.01470472,42.8695009829
801180,2000-02-23,1212.82,1230.64,1259.6,1187.95,1.87811594,25.023215861700002
801180,2000-02-24,1233.37,1208.48,1250.11,1190.78,1.38176992,21.4198102871
801180,2000-02-25,1225.59,1232.83,1260.1,1199.03,1.76698292,24.1189709301
801180,2000-02-28,1279.61,1228.31,1295.67,1214.15,2.37347187,31.4102940878
801180,2000-02-29,1305.27,1296.64,1346.8,1248.86,3.19707919,42.571825196599995
801180,2000-03-01,1308.49,1315.17,1356.33,1274.56,2.58994938,33.4819745406
801180,2000-03-02,1309.6,1310.35,1350.61,1276.94,2.39533211,30.185927750599998
801180,2000-03-03,1320.73,1321.68,1358.3,1294.4,2.30017882,29.416298543200003
801180,2000-03-06,1255.9,1329.67,1353.7,1245.82,2.22278046,27.823776383400002
801180,2000-03-07,1255.62,1236.06,1268.75,1217.46,1.30979395,15.5734261839
801180,2000-03-08,1282.95,1263.69,1303.2,1244.02,1.36705033,16.319498136700002
801180,2000-03-09,1274.54,1286.61,1309.86,1250.31,1.22895847,15.3652849908
801180,2000-03-10,1258.28,1274.75,1300.29,1242.24,1.24595847,16.4234002652
801180,2000-03-13,1288.19,1257.53,1305.26,1242.99,1.319301,17.5898060016
801180,2000-03-14,1263.84,1259.72,1292.37,1212.51,1.93963547,22.6964617033
801180,2000-03-15,1277.46,1260.88,1305.69,1242.25,1.96467755,21.4619702112
801180,2000-03-16,1213.87,1269.38,1278.42,1195.68,1.53839627,16.616861111400002
801180,2000-03-17,1258.05,1207.99,1270.23,1201.51,1.83113248,21.1610849583
801180,2000-03-20,1293.07,1247.51,1309.9,1221.34,2.20643875,27.042603149899996
801180,2000-03-21,1305.41,1295.47,1338.35,1269.28,2.06220302,24.563962620700003
801180,2000-03-22,1310.16,1306.02,1344.24,1282.66,1.82450475,22.2606583085
801180,2000-03-23,1332.27,1313.62,1349.67,1290.99,1.83926804,22.253374996999998
801180,2000-03-24,1326.93,1339.84,1377.22,1305.83,2.58348528,31.9411706562
801180,2000-03-27,1378.08,1334.58,1397.17,1320.47,2.84489775,33.0973970186
801180,2000-03-28,1377.17,1395.22,1427.12,1348.52,2.92636776,34.001909767
801180,2000-03-29,1366.09,1388.0,1406.61,1333.27,2.44007455,26.469091993400003
801180,2000-03-30,1384.85,1370.15,1407.97,1349.44,2.24169955,25.895906410300004
801180,2000-03-31,1375.7,1385.42,1411.6,1349.63,2.24502071,25.986561850999998
801180,2000-04-03,1379.91,1380.24,1421.44,1355.7,2.75228941,31.681485649299997
801180,2000-04-04,1356.99,1374.22,1395.08,1334.85,2.01645432,23.3048581797
801180,2000-04-05,1375.83,1350.86,1397.54,1335.07,1.77774814,20.7387999116
801180,2000-04-06,1429.48,1384.43,1440.31,1371.21,3.08414557,36.6979418665
801180,2000-04-07,1431.03,1444.5,1472.99,1407.4,3.53749942,41.7630549415
801180,2000-04-10,1438.1,1436.85,1469.78,1408.16,2.42798784,29.2430116373
801180,2000-04-11,1419.2,1439.44,1461.73,1398.27,2.18246845,26.312025523699997
801180,2000-04-12,1409.77,1419.42,1446.23,1382.44,1.8437545,22.341115649299997
801180,2000-04-13,1425.27,1413.74,1450.13,1395.57,1.73145629,21.3146664202
801180,2000-04-14,1423.12,1434.33,1452.07,1399.45,2.24351023,24.3224510607
801180,2000-04-17,1390.51,1417.99,1435.15,1364.06,2.60825725,26.6657669594
801180,2000-04-18,1398.64,1404.94,1429.42,1365.61,0.68603701,7.51735762
801180,2000-04-19,1415.18,1405.42,1440.51,1386.82,1.65779308,19.685645203900002
801180,2000-04-20,1427.46,1416.18,1454.85,1396.07,2.0416349,25.513247432199996
801180,2000-04-21,1423.42,1432.67,1469.35,1403.59,2.18148182,27.9059812628
801180,2000-04-24,1425.73,1424.67,1463.37,1393.02,2.16727419,25.2564956395
801180,2000-04-25,1411.96,1426.74,1445.66,1394.03,1.37491458,16.091996373900002
801180,2000-04-26,1408.93,1414.79,1441.46,1393.6,1.14159839,13.152282749600001
801180,2000-04-27,1386.57,1410.08,1430.33,1374.53,1.35356613,15.1412612639
801180,2000-04-28,1411.46,1385.74,1425.04,1368.44,1.7017824,18.386166524100002
801180,2000-05-08,1414.24,1417.37,1444.48,1388.7,1.34916926,14.9358308183
801180,2000-05-09,1388.61,1412.94,1431.31,1370.87,1.28955505,14.778820046199998
801180,2000-05-10,1341.8,1382.22,1395.24,1328.79,1.50532582,15.5879939703
801180,2000-05-11,1315.09,1334.07,1361.06,1299.61,1.22031162,12.3767458423
