代码,日期,收盘,开盘,最高,最低,成交量,成交额
801780,2014-02-21,2049.03,2069.85,2076.96,2037.83,9.45622117,62.3122220105
801780,2014-02-24,1994.13,2031.78,2031.78,1983.27,12.8912303,82.7568106374
801780,2014-02-25,1969.95,1994.3,2007.3,1964.31,10.92927653,67.9450073947
801780,2014-02-26,1976.77,1960.4,1986.42,1960.39,8.54108841,51.1965894087
801780,2014-02-27,2005.24,1981.19,2020.41,1963.1,13.35282929,83.4440824348
801780,2014-02-28,1993.5,1993.33,2007.53,1967.79,9.42850959,58.060761423
801780,2014-03-03,1979.15,1984.57,1985.43,1971.98,9.66664218,57.309091048
801780,2014-03-04,1992.31,1971.99,1999.99,1956.78,9.7493819,60.880837765900004
801780,2014-03-05,1963.5,1991.76,1994.88,1962.08,7.51685116,47.8569701839
801780,2014-03-06,1982.85,1961.61,1993.77,1953.67,10.55615552,62.1485827657
801780,2014-03-07,1976.56,1979.9,2007.48,1971.61,9.6492913,58.5509637487
801780,2014-03-10,1917.13,1963.95,1964.71,1915.41,10.92233782,65.9004854534
801780,2014-03-11,1917.14,1914.61,1931.55,1907.41,7.87533667,45.8713294028
801780,2014-03-12,1940.9,1915.34,1955.71,1907.68,11.52483342,68.9910963218
801780,2014-03-13,1968.8,1958.62,2009.08,1949.39,15.53339405,86.657451208
801780,2014-03-14,1951.89,1957.95,1973.86,1934.36,11.68368055,67.1223661304
801780,2014-03-17,1952.78,1960.91,1964.12,1939.24,6.90852971,35.5306915888
801780,2014-03-18,1939.84,1958.84,1959.15,1936.0,8.18963401,51.2378028515
801780,2014-03-19,1929.54,1931.6,1931.6,1908.76,6.91849828,41.5185308365
801780,2014-03-20,1920.96,1923.09,1952.37,1920.15,8.85404182,54.806586481800004
801780,2014-03-21,2016.34,1916.5,2022.49,1916.5,24.78292366,162.1371702792
801780,2014-03-24,2027.42,2022.25,2042.24,2012.0,21.1059187,142.8736779941
801780,2014-03-25,2007.74,2022.95,2028.77,2001.55,9.91140303,66.67228745439999
801780,2014-03-26,2007.55,2013.5,2020.49,1999.96,7.46968899,48.122593922600004
801780,2014-03-27,2028.72,2004.81,2063.9,1994.02,14.59786477,101.5439854399
801780,2014-03-28,2043.06,2025.13,2064.21,2024.16,13.8676763,86.04636888469999
801780,2014-03-31,2031.17,2039.06,2049.93,2014.86,9.87899862,60.5479894484
801780,2014-04-01,2029.7,2023.68,2041.58,2017.43,7.51541796,49.60610443189999
801780,2014-04-02,2052.74,2030.17,2060.32,2025.92,9.94345488,67.4013213221
801780,2014-04-03,2023.06,2058.1,2063.62,2020.22,11.66467181,69.3870150545
801780,2014-04-04,2040.59,2013.27,2042.76,2009.58,6.71088354,44.1009231124
801780,2014-04-08,2118.0,2042.88,2138.4,2042.88,24.86103492,181.34660328830003
801780,2014-04-09,2107.04,2115.06,2119.92,2100.02,10.91443459,76.19620575100001
801780,2014-04-10,2129.47,2108.74,2154.14,2096.34,16.54066647,116.2228221009
801780,2014-04-11,2132.67,2120.58,2142.73,2112.41,14.36192804,96.2765593853
801780,2014-04-14,2116.49,2129.31,2136.65,2106.2,8.11320799,55.0688466584
801780,2014-04-15,2067.99,2107.3,2107.3,2064.62,9.66986861,68.86143806369999
801780,2014-04-16,2073.82,2062.58,2086.89,2060.1,6.61791382,45.435887083699996
801780,2014-04-17,2065.27,2083.58,2085.53,2060.46,5.99165496,44.2362600945
801780,2014-04-18,2064.29,2055.51,2067.41,2038.13,7.471,52.2505407756
801780,2014-04-21,2034.63,2053.08,2072.74,2034.63,7.30216527,51.50319193399999
801780,2014-04-22,2072.17,2032.81,2077.25,2032.81,8.7749741,62.630369340600005
801780,2014-04-23,2070.88,2065.25,2084.04,2062.89,9.41358862,72.9586905262
801780,2014-04-24,2067.41,2071.4,2090.69,2065.71,6.63142529,46.9354109187
801780,2014-04-25,2068.39,2076.42,2102.64,2065.95,10.69051492,75.966794686
801780,2014-04-28,2060.23,2071.61,2078.02,2051.89,9.22902234,62.6001717221
801780,2014-04-29,2072.69,2061.52,2074.49,2049.52,8.11460634,50.7776920515
801780,2014-04-30,2064.97,2077.4,2079.99,2064.26,6.86837909,47.183980991300004
801780,2014-05-05,2045.56,2057.61,2057.61,2026.71,8.13014757,52.4380037708
801780,2014-05-06,2038.89,2039.41,2054.38,2034.83,5.41348417,32.9880327311
801780,2014-05-07,2029.12,2037.36,2041.66,2028.07,5.54380097,35.6691964454
801780,2014-05-08,2033.6,2028.29,2059.05,2028.29,6.31171499,41.6854050067
801780,2014-05-09,2037.13,2039.83,2045.76,2032.0,5.21622074,33.4810651033
801780,2014-05-12,2064.13,2048.22,2069.9,2039.18,9.44518059,61.770537382
801780,2014-05-13,2057.1,2063.53,2063.58,2051.1,5.32209438,33.8896513269
801780,2014-05-14,2055.58,2057.14,2068.35,2051.26,5.48918102,38.4340987041
801780,2014-05-15,2050.42,2055.23,2062.22,2048.69,5.75251819,36.3952670849
801780,2014-05-16,2056.53,2050.76,2063.74,2049.16,6.15739765,38.2826278955
801780,2014-05-19,2020.27,2050.46,2050.46,2013.55,7.63603812,51.79588426229999
801780,2014-05-20,2020.42,2026.24,2029.69,2014.85,5.43510558,31.962202726599998
801780,2014-05-21,2033.09,2012.3,2034.65,2001.8,5.14337259,29.6045781716
801780,2014-05-22,2035.85,2031.4,2061.81,2028.58,6.76088746,44.6437893001
801780,2014-05-23,2052.09,2037.41,2052.57,2035.29,4.4211928,29.3126825823
801780,2014-05-26,2054.56,2062.33,2063.78,2048.2,4.87079612,32.8387065536
801780,2014-05-27,2050.19,2053.38,2060.29,2048.92,5.35187473,33.8734443808
801780,2014-05-28,2061.78,2049.4,2065.1,2042.86,6.50667043,42.22532303
801780,2014-05-29,2053.39,2063.45,2070.93,2051.77,5.64041216,37.6156040448
801780,2014-05-30,2051.16,2054.1,2060.29,2046.83,5.17159454,32.9097934072
801780,2014-06-03,2053.36,2053.03,2066.47,2051.8,5.75251821,34.0397478277
801780,2014-06-04,2038.07,2053.9,2053.9,2030.72,6.74373582,39.0367392586
801780,2014-06-05,2061.02,2037.31,2062.15,2035.02,6.05506808,34.2608576408
801780,2014-06-06,2042.71,2061.36,2061.76,2033.49,5.75823379,34.5810083519
801780,2014-06-09,2049.11,2034.86,2068.93,2034.1,5.8213138,35.6477826342
801780,2014-06-10,2074.42,2057.36,2074.42,2048.32,8.29200382,51.4160988079
801780,2014-06-11,2067.41,2068.64,2074.34,2060.06,6.02793874,36.287806111799995
801780,2014-06-12,2060.8,2062.2,2067.63,2056.84,5.1255566,31.9001613375
