代码,日期,收盘,开盘,最高,最低,成交量,成交额
801040,1999-12-30,1000.0,1000.0,1000.0,1000.0,0.15973525,1.0090941669
801040,2000-01-04,1022.21,1004.12,1028.41,993.13,0.28805173,1.8055782655000001
801040,2000-01-05,1022.25,1024.75,1048.14,1010.43,0.40727393,2.5319373785
801040,2000-01-06,1056.28,1021.89,1061.86,1008.39,0.4660883,2.9298241452999996
801040,2000-01-07,1102.06,1066.59,1110.99,1058.22,1.25395124,9.2917441153
801040,2000-01-10,1107.3,1112.79,1126.79,1080.0,0.92995272,7.3729927799
801040,2000-01-11,1057.53,1107.2,1112.23,1045.73,0.59202849,4.2475540877
801040,2000-01-12,1032.39,1048.76,1067.8,1020.4,0.45727304,3.2283758511
801040,2000-01-13,1045.07,1035.22,1073.69,1024.64,0.49937768,3.3315814895
801040,2000-01-14,1027.91,1046.71,1056.01,1020.55,0.25561319,1.7630169262
801040,2000-01-17,1039.32,1024.65,1044.3,1014.5,0.24008829,1.8150437841
801040,2000-01-18,1040.98,1039.7,1060.33,1027.06,0.22639768,1.6086513744
801040,2000-01-19,1067.94,1039.87,1081.36,1032.49,0.52187909,3.9368247286
801040,2000-01-20,1068.96,1069.34,1083.92,1049.76,0.40834865,3.1439926682
801040,2000-01-21,1055.93,1068.89,1081.29,1036.35,0.64005252,4.7076878225
801040,2000-01-24,1069.07,1056.11,1095.31,1037.9,0.79655846,5.6130788655999995
801040,2000-01-25,1079.05,1073.92,1103.83,1047.33,1.19018532,7.6681492138
801040,2000-01-26,1090.39,1080.49,1109.16,1062.61,0.94169512,6.7041822092
801040,2000-01-27,1077.36,1089.88,1106.09,1059.05,0.82239481,5.928151071599999
801040,2000-01-28,1083.06,1078.99,1099.0,1052.69,0.97885263,7.0436461398
801040,2000-02-14,1175.3,1111.97,1180.0,1098.4,1.60443151,11.737145964000002
801040,2000-02-15,1131.53,1187.44,1214.67,1118.35,1.91533109,14.7406445725
801040,2000-02-16,1128.89,1126.26,1152.98,1088.51,1.41884373,10.247385493200001
801040,2000-02-17,1139.81,1138.22,1201.63,1087.66,2.45636568,17.1324355625
801040,2000-02-18,1107.09,1148.61,1163.44,1084.28,1.08545397,7.579271381
801040,2000-02-21,1123.19,1108.04,1144.67,1083.91,1.28083889,8.847346099400001
801040,2000-02-22,1097.77,1129.89,1154.91,1091.61,0.97281488,6.8896075835
801040,2000-02-23,1081.86,1091.1,1108.72,1067.51,0.7297583,4.9250475211
801040,2000-02-24,1093.77,1080.15,1104.86,1071.67,0.62880444,4.1699577021
801040,2000-02-25,1106.63,1094.98,1129.79,1073.6,1.17187536,7.8469940046
801040,2000-02-28,1134.32,1113.96,1147.2,1096.45,1.54471208,10.995383175299999
801040,2000-02-29,1141.95,1153.57,1175.04,1107.45,1.79707703,12.8362223341
801040,2000-03-01,1146.87,1147.03,1178.45,1124.69,1.19867544,8.9046063146
801040,2000-03-02,1142.28,1146.77,1164.89,1120.58,0.87256981,6.5452270046
801040,2000-03-03,1152.16,1146.33,1173.52,1131.49,1.03154207,7.8584356920000005
801040,2000-03-06,1140.69,1161.58,1195.29,1131.99,1.48066179,10.5908075675
801040,2000-03-07,1162.22,1139.94,1176.35,1121.89,1.82633123,11.463194025
801040,2000-03-08,1151.34,1165.27,1180.02,1129.43,1.26721184,8.9649297845
801040,2000-03-09,1146.85,1153.78,1168.79,1125.53,1.20187169,8.662396166799999
801040,2000-03-10,1137.11,1146.97,1171.24,1112.5,1.31393545,9.2374665768
