代码,日期,收盘,开盘,最高,最低,成交量,成交额
801950,2014-02-21,997.49,996.02,1015.05,974.68,0.271547,6.00218274
801950,2014-02-24,992.19,986.58,1011.78,977.75,0.24678244,5.64100512
801950,2014-02-25,910.23,993.91,996.64,895.15,0.69260042,14.93553309
801950,2014-02-26,899.24,905.87,911.95,859.04,0.3466471,7.04347333
801950,2014-02-27,904.85,904.8,946.94,901.06,0.44186995,9.18800921
801950,2014-02-28,926.41,904.57,935.33,892.71,0.2547666,5.29302971
801950,2014-03-03,953.47,951.88,984.0,939.63,0.40057155,8.73538876
801950,2014-03-04,966.74,949.19,980.7,939.38,0.3865453,8.3505535
801950,2014-03-05,945.46,962.42,973.36,937.67,0.27084446,5.78998989
801950,2014-03-06,928.0,944.33,949.33,915.29,0.2147877,4.54292944
801950,2014-03-07,920.27,928.06,945.32,917.44,0.17328002,3.61520113
801950,2014-03-10,889.99,902.2,909.3,871.76,0.24827452,4.99037431
801950,2014-03-11,882.34,885.73,897.61,871.57,0.17611434,3.49228649
801950,2014-03-12,879.48,883.62,892.08,862.31,0.17552961,3.44193412
801950,2014-03-13,909.6,881.53,915.32,876.88,0.2756235,5.56210901
801950,2014-03-14,892.29,904.49,907.71,884.66,0.16240486,3.18496022
801950,2014-03-17,907.22,905.59,917.49,889.95,0.20909995,4.19321227
801950,2014-03-18,906.26,909.44,918.02,898.55,0.21495305,4.25175495
801950,2014-03-19,898.32,895.28,903.08,878.17,0.15818496,3.1290119
801950,2014-03-20,859.68,892.75,897.47,859.25,0.20810526,3.92622718
801950,2014-03-21,883.5,857.96,889.51,842.94,0.23367787,4.6041355
801950,2014-03-24,879.57,885.54,894.7,875.24,0.16168821,3.16254022
801950,2014-03-25,883.2,881.6,891.89,872.72,0.11796299,2.29228936
801950,2014-03-26,878.35,883.53,889.66,868.76,0.12987281,2.50022918
801950,2014-03-27,859.43,872.08,880.2,858.75,0.14333144,2.6893123
