signal_date,top_n,selected_symbols,selected_names,selected_bucket,selected_themes,selected_count,target_weight_each,selected_momentums,top_sector_symbols,top_sector_momentums,best_sector_symbol,best_sector_momentum,best_defensive_symbol,best_defensive_momentum,reason
2022-09-30,2,515220,煤炭ETF国泰,sector,煤炭,1,1.0,0.12295869,515220|512690,0.12295869|-0.00121065,515220,0.1229586935638809,511010,-0.0007686151456802737,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2022-10-31,2,515230|512660,软件ETF国泰|军工ETF国泰,sector,软件|军工,2,0.5,0.10162602|0.03242321,515230|512660,0.10162602|0.03242321,515230,0.10162601626016254,511260,0.0031960348658350846,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2022-11-30,2,515230|512170,软件ETF国泰|医疗ETF华宝,sector,软件|医疗,2,0.5,0.14327062|0.12954545,515230|512170,0.14327062|0.12954545,515230,0.14327062228654142,511260,-0.002857019921690074,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2022-12-30,2,512690|159928,酒ETF鹏华|消费ETF汇添富,sector,白酒/酒|消费,2,0.5,0.19887165|0.13973799,512690|159928,0.19887165|0.13973799,512690,0.19887165021156572,511010,-0.0024932146689390366,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2023-01-31,2,512690|159928,酒ETF鹏华|消费ETF汇添富,sector,白酒/酒|消费,2,0.5,0.24000000|0.17334778,512690|159928,0.24000000|0.17334778,512690,0.24,511010,-0.0031998862262674344,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2023-02-28,2,515230|512980,软件ETF国泰|传媒ETF广发,sector,软件|传媒,2,0.5,0.21779548|0.15689655,515230|512980,0.21779548|0.15689655,515230,0.21779548472775567,511010,0.002492775713696105,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2023-03-31,2,512980|515230,传媒ETF广发|软件ETF国泰,sector,传媒|软件,2,0.5,0.29555896|0.22941822,512980|515230,0.29555896|0.22941822,512980,0.29555895865237347,511260,0.006149320994556007,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2023-04-28,2,512980|512480,传媒ETF广发|半导体ETF国联安,sector,传媒|半导体,2,0.5,0.43219076|0.11744186,512980|512480,0.43219076|0.11744186,512980,0.43219076005961243,511260,0.01241851956818607,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2023-05-31,2,512980|512800,传媒ETF广发|银行ETF华宝,sector,传媒|银行,2,0.5,0.12162162|0.02285714,512980|512800,0.12162162|0.02285714,512980,0.12162162162162171,511010,0.014290110549115997,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2023-06-30,2,512660|515230,军工ETF国泰|软件ETF国泰,sector,军工|软件,2,0.5,0.05440901|0.00405268,512660|515230,0.05440901|0.00405268,512660,0.054409005628517804,511260,0.014348945280309833,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2023-07-31,2,512880|512690,证券ETF国泰|酒ETF鹏华,sector,证券|白酒/酒,2,0.5,0.12931996|0.09935484,512880|512690,0.12931996|0.09935484,512880,0.12931995540691177,511260,0.008338884157806481,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2023-08-31,2,512880|512690,证券ETF国泰|酒ETF鹏华,sector,证券|白酒/酒,2,0.5,0.08641975|0.02281369,512880|512690,0.08641975|0.02281369,512880,0.08641975308641969,511260,0.010137994017745733,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2023-09-28,2,515220,煤炭ETF国泰,sector,煤炭,1,1.0,0.06979167,515220|512010,0.06979167|-0.01609195,515220,0.0697916666666667,511260,0.0012031985026863534,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2023-10-31,2,515220|512480,煤炭ETF国泰|半导体ETF国联安,sector,煤炭|半导体,2,0.5,0.08205689|0.07151819,515220|512480,0.08205689|0.07151819,515220,0.0820568927789933,511010,-0.0030358133514146735,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2023-11-30,2,512480|515220,半导体ETF国联安|煤炭ETF国泰,sector,半导体|煤炭,2,0.5,0.04584882|0.03381643,512480|515220,0.04584882|0.03381643,512480,0.045848822800495626,511260,0.007122792937399813,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2023-12-29,2,515220|515230,煤炭ETF国泰|软件ETF国泰,sector,煤炭|软件,2,0.5,0.09164969|0.02124834,515220|515230,0.09164969|0.02124834,515220,0.09164969450101834,511260,0.011021344504288821,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2024-01-31,2,512800|515220,银行ETF华宝|煤炭ETF国泰,sector,银行|煤炭,2,0.5,0.05882353|0.04347826,512800|515220,0.05882353|0.04347826,512800,0.05882352941176472,511260,0.01958897974754925,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2024-02-29,2,515220|512800,煤炭ETF国泰|银行ETF华宝,sector,煤炭|银行,2,0.5,0.13216266|0.12379110,515220|512800,0.13216266|0.12379110,515220,0.1321626617375231,511260,0.02382092213216236,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2024-03-29,2,512400|512660,有色金属ETF南方|军工ETF国泰,sector,有色金属|军工,2,0.5,0.22248804|0.12640801,512400|512660,0.22248804|0.12640801,512400,0.22248803827751207,511260,0.015122502086708955,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2024-04-30,2,512400|512690,有色金属ETF南方|酒ETF鹏华,sector,有色金属|白酒/酒,2,0.5,0.17700113|0.06717557,512400|512690,0.17700113|0.06717557,512400,0.17700112739571594,511010,0.005625729752680053,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2024-05-31,2,515220|512400,煤炭ETF国泰|有色金属ETF南方,sector,煤炭|有色金属,2,0.5,0.09823009|0.07216495,515220|512400,0.09823009|0.07216495,515220,0.09823008849557535,511010,0.009287363281989203,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2024-06-28,2,512480|512800,半导体ETF国联安|银行ETF华宝,sector,半导体|银行,2,0.5,0.05812221|0.02463054,512480|512800,0.05812221|0.02463054,512480,0.05812220566318915,511260,0.011544161826557264,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2024-07-31,2,512480|512800,半导体ETF国联安|银行ETF华宝,sector,半导体|银行,2,0.5,0.07792208|0.01754386,512480|512800,0.07792208|0.01754386,512480,0.07792207792207795,511260,0.02047481070004964,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2024-08-30,2,512880|512010,证券ETF国泰|医药ETF易方达,sector,证券|医药,2,0.5,0.04092072|0.00310559,512880|512010,0.04092072|0.00310559,512880,0.040920716112531785,511260,0.008765811749041008,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2024-09-30,2,512880|515230,证券ETF国泰|软件ETF国泰,sector,证券|软件,2,0.5,0.38895859|0.31428571,512880|515230,0.38895859|0.31428571,512880,0.3889585947302383,511010,0.002075796216119974,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2024-10-31,2,515230|512480,软件ETF国泰|半导体ETF国联安,sector,软件|半导体,2,0.5,0.59716599|0.49620637,515230|512480,0.59716599|0.49620637,515230,0.597165991902834,511010,0.0035485111038826567,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2024-11-29,2,515230|512480,软件ETF国泰|半导体ETF国联安,sector,软件|半导体,2,0.5,0.57458564|0.55332303,515230|512480,0.57458564|0.55332303,515230,0.5745856353591159,511260,0.004680150882476086,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2024-12-31,2,512480|512800,半导体ETF国联安|银行ETF华宝,sector,半导体|银行,2,0.5,0.06998940|0.06752874,512480|512800,0.06998940|0.06752874,512480,0.06998939554612926,511260,0.036195384795595587,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2025-01-27,2,512800,银行ETF华宝,sector,银行,1,1.0,0.07890961,512800|512480,0.07890961|0.00000000,512800,0.0789096126255382,511260,0.03515579617538411,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2025-02-28,2,515030|515230,新能源车ETF华夏|软件ETF国泰,sector,新能源车|软件,2,0.5,0.08850289|0.08312958,515030|515230,0.08850289|0.08312958,515030,0.08850289495450792,511260,-0.0013872658046518715,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2025-03-31,2,515230|512980,软件ETF国泰|传媒ETF广发,sector,软件|传媒,2,0.5,0.11273210|0.08533333,515230|512980,0.11273210|0.08533333,515230,0.11273209549071606,511010,-0.008100465975157567,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2025-04-30,2,512400|159928,有色金属ETF南方|消费ETF汇添富,sector,有色金属|消费,2,0.5,0.03248731|0.02509410,512400|159928,0.03248731|0.02509410,512400,0.03248730964467006,511260,0.009294003065284384,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2025-05-30,2,512800|512010,银行ETF华宝|医药ETF易方达,sector,银行|医药,2,0.5,0.06036745|0.01912568,512800|512010,0.06036745|0.01912568,512800,0.06036745406824151,511260,0.010908649542564985,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2025-06-30,2,512660|512800,军工ETF国泰|银行ETF华宝,sector,军工|银行,2,0.5,0.14929860|0.10737387,512660|512800,0.14929860|0.10737387,512660,0.14929859719438876,511260,0.004053080341059223,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2025-07-31,2,512400|512880,有色金属ETF南方|证券ETF国泰,sector,有色金属|证券,2,0.5,0.16506718|0.13878327,512400|512880,0.16506718|0.13878327,512400,0.165067178502879,511010,0.0017630949542246643,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2025-08-29,2,512480|512400,半导体ETF国联安|有色金属ETF南方,sector,半导体|有色金属,2,0.5,0.34897361|0.28024369,512480|512400,0.34897361|0.28024369,512480,0.3489736070381231,511010,-0.004049340094220755,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2025-09-30,2,512480|515030,半导体ETF国联安|新能源车ETF华夏,sector,半导体|新能源车,2,0.5,0.47981221|0.47327653,512480|515030,0.47981221|0.47327653,512480,0.47981220657277013,511010,0.0011323884741605283,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2025-10-31,2,515030|512400,新能源车ETF华夏|有色金属ETF南方,sector,新能源车|有色金属,2,0.5,0.32170272|0.23512748,515030|512400,0.32170272|0.23512748,515030,0.32170272156315405,511010,0.007178450205820752,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2025-11-28,2,512400|515790,有色金属ETF南方|光伏ETF华泰柏瑞,sector,有色金属|光伏,2,0.5,0.14902225|0.08248588,512400|515790,0.14902225|0.08248588,512400,0.14902225219150367,511260,0.005549648999781276,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2025-12-31,2,512660|512400,军工ETF国泰|有色金属ETF南方,sector,军工|有色金属,2,0.5,0.13283828|0.12100058,512660|512400,0.13283828|0.12100058,512660,0.1328382838283828,511010,0.0008823402820621329,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2026-01-30,2,512400|512660,有色金属ETF南方|军工ETF国泰,sector,有色金属|军工,2,0.5,0.33200456|0.22128378,512400|512660,0.33200456|0.22128378,512400,0.33200455580865595,511260,0.004832293204072746,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2026-02-27,2,512400|512660,有色金属ETF南方|军工ETF国泰,sector,有色金属|军工,2,0.5,0.33370227|0.23505976,512400|512660,0.33370227|0.23505976,512400,0.3337022689540676,511260,0.0060589719969146305,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2026-03-31,2,515220|512800,煤炭ETF国泰|银行ETF华宝,sector,煤炭|银行,2,0.5,0.12029385|0.03483871,515220|512800,0.12029385|0.03483871,515220,0.12029384756657491,511010,0.005532058025778053,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2026-04-30,2,515030|512480,新能源车ETF华夏|半导体ETF国联安,sector,新能源车|半导体,2,0.5,0.13464609|0.09788520,515030|512480,0.13464609|0.09788520,515030,0.13464608834486436,511260,0.005219408467040498,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2026-05-29,2,512480|515030,半导体ETF国联安|新能源车ETF华夏,sector,半导体|新能源车,2,0.5,0.48657949|0.05129590,512480|515030,0.48657949|0.05129590,512480,0.4865794907088783,511260,0.01185135587546049,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
2026-06-18,2,512480,半导体ETF国联安,sector,半导体,1,1.0,0.53148148,512480|512880,0.53148148|-0.02867715,512480,0.5314814814814812,511260,0.007423211983820233,行业/主题 ETF 中选择动量为正的 Top2，入选标的等权持有
