total_return,annualized_return,annualized_volatility,max_drawdown,sharpe_like_no_rf,segment_key,segment_name,segment_start,segment_end,actual_start,actual_end,trading_days,strategy_key,strategy_name,window_label,lookback_days,top_n
1.7168351150776089,0.15919048496922117,0.23764967631271164,-0.4079416025934971,0.7409011809212734,in_sample,样本内,2015-01-05,2021-12-31,2015-01-05,2021-12-31,1705,top3_9m,Top3 9m,9m,189,3
0.26336594947067393,0.05617064130858651,0.28643128468454004,-0.32333401440656484,0.33425696299686364,out_of_sample,样本外,2022-01-01,2026-06-18,2022-01-04,2026-06-18,1078,top3_9m,Top3 9m,9m,189,3
0.6954426295931628,0.10908407032582446,0.2951155840850581,-0.3829488441016652,0.4987036192781043,full_universe,完整ETF池期,2021-03-02,2026-06-18,2021-03-02,2026-06-18,1285,top3_9m,Top3 9m,9m,189,3
1.217357105203852,0.07476950778358615,0.34066099598959654,-0.7182033908649332,0.3827971703031257,full_sample,全样本,2015-01-05,2026-06-18,2015-01-05,2026-06-18,2783,top1_12m,Top1 12m,12m,252,1
1.2736792685930332,0.12908018377232233,0.3270814814540473,-0.4711743469508365,0.5354899725333545,in_sample,样本内,2015-01-05,2021-12-31,2015-01-05,2021-12-31,1705,top1_12m,Top1 12m,12m,252,1
0.0001893061693998277,4.425018106846146e-05,0.3610029250503814,-0.651910722784991,0.18135062863810478,out_of_sample,样本外,2022-01-01,2026-06-18,2022-01-04,2026-06-18,1078,top1_12m,Top1 12m,12m,252,1
-0.23298266300174397,-0.050687356793162164,0.399979776567466,-0.7182033908649333,0.07114576442371941,full_universe,完整ETF池期,2021-03-02,2026-06-18,2021-03-02,2026-06-18,1285,top1_12m,Top1 12m,12m,252,1
2.0774640586197686,0.10714820732450225,0.2637740181048987,-0.5511054235403627,0.5183753561594195,full_sample,全样本,2015-01-05,2026-06-18,2015-01-05,2026-06-18,2783,top2_12m,Top2 12m,12m,252,2
2.3985476215487265,0.19818939166105487,0.2477126413547235,-0.3498307677471618,0.8545407088616755,in_sample,样本内,2015-01-05,2021-12-31,2015-01-05,2021-12-31,1705,top2_12m,Top2 12m,12m,252,2
-0.09257896348545713,-0.0224541593644505,0.28730989533381646,-0.5511054235403627,0.06503385804879688,out_of_sample,样本外,2022-01-01,2026-06-18,2022-01-04,2026-06-18,1078,top2_12m,Top2 12m,12m,252,2
0.287467259843702,0.050800448980841795,0.30781998797231114,-0.5511054235403627,0.31531966840644343,full_universe,完整ETF池期,2021-03-02,2026-06-18,2021-03-02,2026-06-18,1285,top2_12m,Top2 12m,12m,252,2
1.4967619878135268,0.08638161546850198,0.23786787053650021,-0.5418351415248301,0.46770897734358347,full_sample,全样本,2015-01-05,2026-06-18,2015-01-05,2026-06-18,2783,top3_12m,Top3 12m,12m,252,3
1.8176996933513418,0.16545283120010112,0.22573537960899132,-0.3595502688206723,0.7917480139486892,in_sample,样本内,2015-01-05,2021-12-31,2015-01-05,2021-12-31,1705,top3_12m,Top3 12m,12m,252,3
-0.10589992508791768,-0.025827829007873393,0.2558127913776593,-0.5361375187829875,0.025909115392973258,out_of_sample,样本外,2022-01-01,2026-06-18,2022-01-04,2026-06-18,1078,top3_12m,Top3 12m,12m,252,3
0.23682617086219948,0.04256359430317014,0.2715956654617526,-0.5418351415248303,0.28965281087116856,full_universe,完整ETF池期,2021-03-02,2026-06-18,2021-03-02,2026-06-18,1285,top3_12m,Top3 12m,12m,252,3
