date,strategy_key,strategy_name,window_label,lookback_days,top_n,portfolio_value,nav,daily_return
2024-11-18,top1_2m,Top1 2m,2m,42,1,1052441.5421935706,10.524415421935707,-0.055294117647058716
2024-11-19,top1_2m,Top1 2m,2m,42,1,1074722.3718539574,10.747223718539574,0.021170610211705965
2024-11-20,top1_2m,Top1 2m,2m,42,1,1093071.2903978056,10.930712903978057,0.017073170731707554
2024-11-21,top1_2m,Top1 2m,2m,42,1,1117973.3941358852,11.179733941358851,0.02278177458033559
2024-11-22,top1_2m,Top1 2m,2m,42,1,1082586.1940870353,10.825861940870352,-0.03165298944900363
2024-11-25,top1_2m,Top1 2m,2m,42,1,1085207.4681647278,10.852074681647277,0.002421307506053294
2024-11-26,top1_2m,Top1 2m,2m,42,1,1053752.179232417,10.537521792324169,-0.02898550724637672
2024-11-27,top1_2m,Top1 2m,2m,42,1,1098313.8385531907,10.983138385531907,0.04228855721393043
2024-11-28,top1_2m,Top1 2m,2m,42,1,1078654.2829704965,10.786542829704965,-0.017899761336515385
2024-11-29,top1_2m,Top1 2m,2m,42,1,1120594.6682135777,11.205946682135776,0.03888213851761835
2024-12-02,top1_2m,Top1 2m,2m,42,1,1133701.0386020406,11.337010386020406,0.011695906432748648
2024-12-03,top1_2m,Top1 2m,2m,42,1,1124526.5793301165,11.245265793301165,-0.008092485549133
2024-12-04,top1_2m,Top1 2m,2m,42,1,1106177.6607862685,11.061776607862685,-0.01631701631701632
2024-12-05,top1_2m,Top1 2m,2m,42,1,1142875.4978739647,11.428754978739647,0.0331753554502372
2024-12-06,top1_2m,Top1 2m,2m,42,1,1145496.7719516573,11.454967719516572,0.002293577981651307
2024-12-09,top1_2m,Top1 2m,2m,42,1,1140254.223796272,11.40254223796272,-0.004576659038901698
2024-12-10,top1_2m,Top1 2m,2m,42,1,1159913.7793789664,11.599137793789664,0.017241379310344973
2024-12-11,top1_2m,Top1 2m,2m,42,1,1157292.505301274,11.572925053012739,-0.002259887005649719
2024-12-12,top1_2m,Top1 2m,2m,42,1,1157292.505301274,11.572925053012739,0.0
2024-12-13,top1_2m,Top1 2m,2m,42,1,1124526.5793301165,11.245265793301165,-0.028312570781427016
2024-12-16,top1_2m,Top1 2m,2m,42,1,1099624.475592037,10.996244755920369,-0.022144522144522227
2024-12-17,top1_2m,Top1 2m,2m,42,1,1078654.2829704965,10.786542829704965,-0.019070321811680335
2024-12-18,top1_2m,Top1 2m,2m,42,1,1090450.016320113,10.904500163201131,0.010935601458080146
2024-12-19,top1_2m,Top1 2m,2m,42,1,1104867.0237474223,11.048670237474223,0.013221153846153744
2024-12-20,top1_2m,Top1 2m,2m,42,1,1111420.2089416536,11.114202089416535,0.005931198102016477
2024-12-23,top1_2m,Top1 2m,2m,42,1,1072101.0977762649,10.72101097776265,-0.035377358490566
2024-12-24,top1_2m,Top1 2m,2m,42,1,1079964.9200093427,10.799649200093427,0.007334963325183352
2024-12-25,top1_2m,Top1 2m,2m,42,1,1065547.9125820335,10.655479125820335,-0.013349514563106735
2024-12-26,top1_2m,Top1 2m,2m,42,1,1079964.9200093427,10.799649200093427,0.013530135301353052
2024-12-27,top1_2m,Top1 2m,2m,42,1,1079964.9200093427,10.799649200093427,0.0
2024-12-30,top1_2m,Top1 2m,2m,42,1,1076033.008892804,10.76033008892804,-0.003640776699028958
2024-12-31,top1_2m,Top1 2m,2m,42,1,1026228.801416645,10.26228801416645,-0.04628501827040199
2025-01-02,top1_2m,Top1 2m,2m,42,1,974918.9438613987,9.749189438613987,-0.049998457931034634
2025-01-03,top1_2m,Top1 2m,2m,42,1,974723.9893162956,9.747239893162956,-0.0001999700039995167
2025-01-06,top1_2m,Top1 2m,2m,42,1,967480.817421164,9.67480817421164,-0.007430997876857637
2025-01-07,top1_2m,Top1 2m,2m,42,1,1010939.8487919541,10.109398487919542,0.044919786096256686
2025-01-08,top1_2m,Top1 2m,2m,42,1,1010939.8487919541,10.109398487919542,0.0
2025-01-09,top1_2m,Top1 2m,2m,42,1,1014044.0653184392,10.140440653184392,0.003070624360286489
2025-01-10,top1_2m,Top1 2m,2m,42,1,1008870.3711076308,10.088703711076308,-0.005102040816326592
2025-01-13,top1_2m,Top1 2m,2m,42,1,1004731.4157389841,10.047314157389842,-0.004102564102564044
2025-01-14,top1_2m,Top1 2m,2m,42,1,1045086.2305832894,10.450862305832894,0.040164778578784865
2025-01-15,top1_2m,Top1 2m,2m,42,1,1044051.4917411276,10.440514917411276,-0.000990099009901102
2025-01-16,top1_2m,Top1 2m,2m,42,1,1022321.9760557326,10.223219760557326,-0.020812685827551913
2025-01-17,top1_2m,Top1 2m,2m,42,1,1046120.9694254509,10.461209694254508,0.023279352226720507
2025-01-20,top1_2m,Top1 2m,2m,42,1,1045086.2305832894,10.450862305832894,-0.0009891196834814764
2025-01-21,top1_2m,Top1 2m,2m,42,1,1059572.5743735528,10.595725743735528,0.013861386138613874
2025-01-22,top1_2m,Top1 2m,2m,42,1,1057503.0966892294,10.575030966892294,-0.001953125
2025-01-23,top1_2m,Top1 2m,2m,42,1,1043016.7528989661,10.43016752898966,-0.013698630136986245
2025-01-24,top1_2m,Top1 2m,2m,42,1,1053364.1413205827,10.533641413205826,0.009920634920634885
2025-01-27,top1_2m,Top1 2m,2m,42,1,1024391.4537400559,10.24391453740056,-0.027504911591355374
2025-02-05,top1_2m,Top1 2m,2m,42,1,1051908.5548911556,10.519085548911555,0.02686190035131042
2025-02-06,top1_2m,Top1 2m,2m,42,1,1051908.5548911556,10.519085548911555,0.0
2025-02-07,top1_2m,Top1 2m,2m,42,1,1049065.5587968552,10.490655587968552,-0.002702702702702564
2025-02-10,top1_2m,Top1 2m,2m,42,1,1050487.0568440054,10.504870568440053,0.0013550135501352312
2025-02-11,top1_2m,Top1 2m,2m,42,1,1059016.0451269066,10.590160451269066,0.008119079837618504
2025-02-12,top1_2m,Top1 2m,2m,42,1,1066123.5353626576,10.661235353626576,0.006711409395973256
2025-02-13,top1_2m,Top1 2m,2m,42,1,1067545.0334098078,10.675450334098079,0.0013333333333334085
2025-02-14,top1_2m,Top1 2m,2m,42,1,1073231.0255984087,10.732310255984087,0.005326231691078487
2025-02-17,top1_2m,Top1 2m,2m,42,1,1070388.0295041082,10.703880295041083,-0.0026490066225165476
2025-02-18,top1_2m,Top1 2m,2m,42,1,1081760.0138813101,10.817600138813102,0.01062416998672
2025-02-19,top1_2m,Top1 2m,2m,42,1,1076074.021692709,10.76074021692709,-0.005256241787122584
2025-02-20,top1_2m,Top1 2m,2m,42,1,1077495.5197398593,10.774955197398592,0.0013210039630118242
2025-02-21,top1_2m,Top1 2m,2m,42,1,1061859.041221207,10.61859041221207,-0.01451187335092341
2025-02-24,top1_2m,Top1 2m,2m,42,1,1053330.0529383058,10.533300529383057,-0.008032128514056214
2025-02-25,top1_2m,Top1 2m,2m,42,1,1044801.0646554045,10.448010646554046,-0.008097165991902688
2025-02-26,top1_2m,Top1 2m,2m,42,1,1050487.0568440054,10.504870568440053,0.0054421768707482165
2025-02-27,top1_2m,Top1 2m,2m,42,1,1064702.0373155074,10.647020373155074,0.013531799729364025
2025-02-28,top1_2m,Top1 2m,2m,42,1,1059016.0451269066,10.590160451269066,-0.005340453938584844
2025-03-03,top1_2m,Top1 2m,2m,42,1,1055750.6642941649,10.557506642941648,-0.003083410159616995
2025-03-04,top1_2m,Top1 2m,2m,42,1,1041736.2749451272,10.417362749451271,-0.013274336283185972
2025-03-05,top1_2m,Top1 2m,2m,42,1,1042514.8521311848,10.425148521311847,0.0007473841554557215
2025-03-06,top1_2m,Top1 2m,2m,42,1,1058864.9730383954,10.588649730383954,0.01568334578043329
2025-03-07,top1_2m,Top1 2m,2m,42,1,1046407.7380614731,10.46407738061473,-0.01176470588235301
2025-03-10,top1_2m,Top1 2m,2m,42,1,1050300.6239917611,10.503006239917612,0.0037202380952381375
2025-03-11,top1_2m,Top1 2m,2m,42,1,1050300.6239917611,10.503006239917612,0.0
2025-03-12,top1_2m,Top1 2m,2m,42,1,1043293.4293172425,10.432934293172424,-0.006671608598962209
2025-03-13,top1_2m,Top1 2m,2m,42,1,1029279.0399682049,10.29279039968205,-0.013432835820895495
2025-03-14,top1_2m,Top1 2m,2m,42,1,1055750.6642941649,10.557506642941648,0.02571860816944027
2025-03-17,top1_2m,Top1 2m,2m,42,1,1048743.469619646,10.487434696196459,-0.006637168141593097
2025-03-18,top1_2m,Top1 2m,2m,42,1,1050300.6239917611,10.503006239917612,0.0014847809948033142
2025-03-19,top1_2m,Top1 2m,2m,42,1,1056529.2414802224,10.565292414802224,0.005930318754633124
2025-03-20,top1_2m,Top1 2m,2m,42,1,1050300.6239917611,10.503006239917612,-0.005895357406042745
2025-03-21,top1_2m,Top1 2m,2m,42,1,1016821.8049912826,10.168218049912827,-0.03187546330615254
2025-03-24,top1_2m,Top1 2m,2m,42,1,1016043.2278052248,10.160432278052248,-0.0007656967840737883
2025-03-25,top1_2m,Top1 2m,2m,42,1,1012150.3418749367,10.121503418749366,-0.003831417624520994
2025-03-26,top1_2m,Top1 2m,2m,42,1,1012928.9190609943,10.129289190609942,0.0007692307692306333
2025-03-27,top1_2m,Top1 2m,2m,42,1,1016821.8049912826,10.168218049912827,0.003843197540353893
2025-03-28,top1_2m,Top1 2m,2m,42,1,1005921.7243864756,10.059217243864756,-0.01071975497702915
2025-03-31,top1_2m,Top1 2m,2m,42,1,990350.1806653227,9.903501806653226,-0.01547987616099078
2025-04-01,top1_2m,Top1 2m,2m,42,1,984506.259086968,9.84506259086968,-0.005900863848410265
2025-04-02,top1_2m,Top1 2m,2m,42,1,990444.1737979872,9.904441737979871,0.00603136308805774
2025-04-03,top1_2m,Top1 2m,2m,42,1,986881.4249713757,9.868814249713758,-0.00359712230215814
2025-04-07,top1_2m,Top1 2m,2m,42,1,888312.0407684585,8.883120407684585,-0.09987966305655849
2025-04-08,top1_2m,Top1 2m,2m,42,1,883561.7089996432,8.835617089996433,-0.005347593582887611
2025-04-09,top1_2m,Top1 2m,2m,42,1,915626.4484391465,9.156264484391466,0.03629032258064524
2025-04-10,top1_2m,Top1 2m,2m,42,1,923939.5290345732,9.239395290345731,0.009079118028534117
2025-04-11,top1_2m,Top1 2m,2m,42,1,933440.1925722038,9.334401925722037,0.010282776349614497
2025-04-14,top1_2m,Top1 2m,2m,42,1,935815.3584566115,9.358153584566114,0.0025445292620864812
2025-04-15,top1_2m,Top1 2m,2m,42,1,925127.1119767771,9.251271119767772,-0.011421319796954155
2025-04-16,top1_2m,Top1 2m,2m,42,1,915626.4484391465,9.156264484391466,-0.010269576379974388
2025-04-17,top1_2m,Top1 2m,2m,42,1,926314.6949189809,9.26314694918981,0.011673151750972721
2025-04-18,top1_2m,Top1 2m,2m,42,1,926314.6949189809,9.26314694918981,0.0
2025-04-21,top1_2m,Top1 2m,2m,42,1,947691.1878786497,9.476911878786497,0.023076923076922995
2025-04-22,top1_2m,Top1 2m,2m,42,1,937002.9413988153,9.370029413988153,-0.011278195488721887
2025-04-23,top1_2m,Top1 2m,2m,42,1,939378.107283223,9.39378107283223,0.0025348542458809575
2025-04-24,top1_2m,Top1 2m,2m,42,1,921564.3631501656,9.215643631501656,-0.01896333754740831
2025-04-25,top1_2m,Top1 2m,2m,42,1,932252.60963,9.322526096299999,0.011597938144329856
2025-04-28,top1_2m,Top1 2m,2m,42,1,925127.1119767771,9.251271119767772,-0.007643312101910604
2025-04-29,top1_2m,Top1 2m,2m,42,1,929877.4437455924,9.298774437455924,0.005134788189987027
2025-04-30,top1_2m,Top1 2m,2m,42,1,954816.6855318727,9.548166855318726,0.026819923371647514
2025-05-06,top1_2m,Top1 2m,2m,42,1,987871.403992687,9.87871403992687,0.03461891582089538
2025-05-07,top1_2m,Top1 2m,2m,42,1,987673.8593440795,9.876738593440795,-0.0001999700039995167
2025-05-08,top1_2m,Top1 2m,2m,42,1,980112.7197510148,9.801127197510148,-0.007655502392344471
2025-05-09,top1_2m,Top1 2m,2m,42,1,977277.2924036157,9.772772924036156,-0.0028929604628735728
2025-05-12,top1_2m,Top1 2m,2m,42,1,985783.5744458134,9.857835744458134,0.008704061895551174
2025-05-13,top1_2m,Top1 2m,2m,42,1,989564.1442423457,9.895641442423457,0.003835091083413289
2025-05-14,top1_2m,Top1 2m,2m,42,1,997125.2838354105,9.971252838354104,0.00764087870105068
2025-05-15,top1_2m,Top1 2m,2m,42,1,984838.4319966804,9.848384319966804,-0.012322274881516382
2025-05-16,top1_2m,Top1 2m,2m,42,1,982948.1470984143,9.829481470984142,-0.0019193857965451588
2025-05-19,top1_2m,Top1 2m,2m,42,1,979167.5773018819,9.791675773018818,-0.0038461538461538325
2025-05-20,top1_2m,Top1 2m,2m,42,1,982948.1470984143,9.829481470984142,0.0038610038610038533
2025-05-21,top1_2m,Top1 2m,2m,42,1,1004686.4234284752,10.046864234284751,0.022115384615384537
2025-05-22,top1_2m,Top1 2m,2m,42,1,995234.9989371443,9.952349989371443,-0.00940733772342417
2025-05-23,top1_2m,Top1 2m,2m,42,1,996180.1413862775,9.961801413862775,0.0009496676163343043
2025-05-26,top1_2m,Top1 2m,2m,42,1,996180.1413862775,9.961801413862775,0.0
2025-05-27,top1_2m,Top1 2m,2m,42,1,976332.1499544824,9.763321499544825,-0.019924098671726842
2025-05-28,top1_2m,Top1 2m,2m,42,1,975387.0075053495,9.753870075053495,-0.0009680542110356294
2025-05-29,top1_2m,Top1 2m,2m,42,1,980112.7197510148,9.801127197510148,0.004844961240309864
2025-05-30,top1_2m,Top1 2m,2m,42,1,972551.58015795,9.725515801579501,-0.0077145612343297865
2025-06-03,top1_2m,Top1 2m,2m,42,1,984444.5753991397,9.844445753991396,0.012228652427111353
2025-06-04,top1_2m,Top1 2m,2m,42,1,985642.1965370949,9.856421965370949,0.0012165450121655041
2025-06-05,top1_2m,Top1 2m,2m,42,1,978456.4697093639,9.78456469709364,-0.007290400972053468
2025-06-06,top1_2m,Top1 2m,2m,42,1,980851.7119852742,9.808517119852743,0.002447980416156792
2025-06-09,top1_2m,Top1 2m,2m,42,1,984444.5753991397,9.844445753991396,0.003663003663003428
2025-06-10,top1_2m,Top1 2m,2m,42,1,989235.0599509603,9.892350599509603,0.004866180048662017
2025-06-11,top1_2m,Top1 2m,2m,42,1,992827.9233648258,9.928279233648258,0.00363196125907983
2025-06-12,top1_2m,Top1 2m,2m,42,1,996420.7867786913,9.964207867786913,0.003618817852834688
2025-06-13,top1_2m,Top1 2m,2m,42,1,988037.4388130052,9.880374388130052,-0.008413461538461453
2025-06-16,top1_2m,Top1 2m,2m,42,1,1000013.6501925568,10.000136501925567,0.012121212121211977
2025-06-17,top1_2m,Top1 2m,2m,42,1,997618.4079166465,9.976184079166465,-0.0023952095808381646
2025-06-18,top1_2m,Top1 2m,2m,42,1,1008396.9981582429,10.08396998158243,0.010804321728691502
2025-06-19,top1_2m,Top1 2m,2m,42,1,1007199.3770202878,10.071993770202878,-0.0011876484560569
2025-06-20,top1_2m,Top1 2m,2m,42,1,1017977.9672618841,10.17977967261884,0.01070154577883442
2025-06-23,top1_2m,Top1 2m,2m,42,1,1031151.7997793909,10.31151799779391,0.012941176470588456
2025-06-24,top1_2m,Top1 2m,2m,42,1,1033547.0420553013,10.335470420553012,0.0023228803716608404
2025-06-25,top1_2m,Top1 2m,2m,42,1,1044325.6322968977,10.443256322968978,0.010428736964078977
2025-06-26,top1_2m,Top1 2m,2m,42,1,1055104.222538494,10.55104222538494,0.010321100917431103
2025-06-27,top1_2m,Top1 2m,2m,42,1,1026361.3152275702,10.263613152275703,-0.02724177071509637
2025-06-30,top1_2m,Top1 2m,2m,42,1,1025163.6940896151,10.251636940896152,-0.001166861143523823
2025-07-01,top1_2m,Top1 2m,2m,42,1,1040524.6327365832,10.405246327365832,0.014983888656541877
2025-07-02,top1_2m,Top1 2m,2m,42,1,1040316.5590216136,10.403165590216135,-0.00019997000399929465
2025-07-03,top1_2m,Top1 2m,2m,42,1,1044031.9753038336,10.440319753038336,0.0035714285714285587
2025-07-04,top1_2m,Top1 2m,2m,42,1,1036601.1427393935,10.366011427393936,-0.007117437722419906
2025-07-07,top1_2m,Top1 2m,2m,42,1,1038458.8508805035,10.384588508805036,0.0017921146953405742
2025-07-08,top1_2m,Top1 2m,2m,42,1,1044960.8293743884,10.449608293743884,0.006261180679784983
2025-07-09,top1_2m,Top1 2m,2m,42,1,1036601.1427393935,10.366011427393936,-0.007999999999999674
2025-07-10,top1_2m,Top1 2m,2m,42,1,1033814.5805277283,10.338145805277284,-0.0026881720430108613
2025-07-11,top1_2m,Top1 2m,2m,42,1,1047747.3915860534,10.477473915860534,0.013477088948786964
2025-07-14,top1_2m,Top1 2m,2m,42,1,1043103.1212332784,10.431031212332785,-0.004432624113475003
2025-07-15,top1_2m,Top1 2m,2m,42,1,1039387.7049510584,10.393877049510584,-0.003561887800534347
2025-07-16,top1_2m,Top1 2m,2m,42,1,1038458.8508805035,10.384588508805036,-0.0008936550491508433
2025-07-17,top1_2m,Top1 2m,2m,42,1,1063537.9107854888,10.635379107854888,0.024150268336314618
2025-07-18,top1_2m,Top1 2m,2m,42,1,1072826.4514910388,10.728264514910387,0.00873362445414827
2025-07-21,top1_2m,Top1 2m,2m,42,1,1084901.5544082539,10.849015544082539,0.011255411255411296
2025-07-22,top1_2m,Top1 2m,2m,42,1,1084901.5544082539,10.849015544082539,0.0
2025-07-23,top1_2m,Top1 2m,2m,42,1,1070968.7433499289,10.709687433499289,-0.012842465753424515
2025-07-24,top1_2m,Top1 2m,2m,42,1,1090474.678831584,10.90474678831584,0.018213356461404873
2025-07-25,top1_2m,Top1 2m,2m,42,1,1090474.678831584,10.90474678831584,0.0
2025-07-28,top1_2m,Top1 2m,2m,42,1,1107194.0521015741,11.071940521015742,0.015332197614991383
2025-07-29,top1_2m,Top1 2m,2m,42,1,1119269.1550187895,11.192691550187895,0.01090604026845643
2025-07-30,top1_2m,Top1 2m,2m,42,1,1103478.635819354,11.034786358193541,-0.014107883817427558
2025-07-31,top1_2m,Top1 2m,2m,42,1,1101620.9276782442,11.016209276782442,-0.0016835016835015093
2025-08-01,top1_2m,Top1 2m,2m,42,1,1083755.9166373585,10.837559166373586,-0.016217022200674447
2025-08-04,top1_2m,Top1 2m,2m,42,1,1083539.197962374,10.83539197962374,-0.00019997000399962772
2025-08-05,top1_2m,Top1 2m,2m,42,1,1087943.8288484,10.879438288484,0.004065040650406582
2025-08-06,top1_2m,Top1 2m,2m,42,1,1100276.7953292725,11.002767953292725,0.011336032388663986
2025-08-07,top1_2m,Top1 2m,2m,42,1,1115252.5403417605,11.152525403417606,0.013610888710968716
2025-08-08,top1_2m,Top1 2m,2m,42,1,1129347.3591770434,11.293473591770434,0.012638230647709303
2025-08-11,top1_2m,Top1 2m,2m,42,1,1136394.768594685,11.363947685946851,0.006240249609984705
2025-08-12,top1_2m,Top1 2m,2m,42,1,1131109.211531454,11.31109211531454,-0.0046511627906976605
2025-08-13,top1_2m,Top1 2m,2m,42,1,1155775.144493199,11.55775144493199,0.02180685358255441
2025-08-14,top1_2m,Top1 2m,2m,42,1,1149608.6612527627,11.496086612527627,-0.005335365853658569
2025-08-15,top1_2m,Top1 2m,2m,42,1,1172512.7418600975,11.725127418600975,0.01992337164750957
2025-08-18,top1_2m,Top1 2m,2m,42,1,1177798.2989233285,11.777982989233285,0.00450788880540931
2025-08-19,top1_2m,Top1 2m,2m,42,1,1170750.889505687,11.70750889505687,-0.005983545250560995
2025-08-20,top1_2m,Top1 2m,2m,42,1,1181322.0036321492,11.813220036321493,0.009029345372460584
2025-08-21,top1_2m,Top1 2m,2m,42,1,1176917.3727461235,11.769173727461235,-0.0037285607755405126
2025-08-22,top1_2m,Top1 2m,2m,42,1,1191893.1177586114,11.918931177586115,0.012724550898203457
2025-08-25,top1_2m,Top1 2m,2m,42,1,1260605.3595806158,12.606053595806157,0.05764966740576494
2025-08-26,top1_2m,Top1 2m,2m,42,1,1243867.7622137172,12.438677622137172,-0.01327742837176804
2025-08-27,top1_2m,Top1 2m,2m,42,1,1235058.5004416653,12.350585004416653,-0.007082152974504319
2025-08-28,top1_2m,Top1 2m,2m,42,1,1257962.5810490001,12.579625810490002,0.018544935805991702
2025-08-29,top1_2m,Top1 2m,2m,42,1,1295842.406668823,12.958424066688229,0.030112044817927064
2025-09-01,top1_2m,Top1 2m,2m,42,1,1336711.1455862976,13.367111455862975,0.03153835582718312
2025-09-02,top1_2m,Top1 2m,2m,42,1,1290979.0465213351,12.909790465213351,-0.034212401995723396
2025-09-03,top1_2m,Top1 2m,2m,42,1,1269065.7490527073,12.690657490527073,-0.01697416974169741
2025-09-04,top1_2m,Top1 2m,2m,42,1,1175696.0467950758,11.756960467950758,-0.07357357357357341
2025-09-05,top1_2m,Top1 2m,2m,42,1,1216664.385540771,12.166643855407711,0.03484602917341961
2025-09-08,top1_2m,Top1 2m,2m,42,1,1216664.385540771,12.166643855407711,0.0
2025-09-09,top1_2m,Top1 2m,2m,42,1,1188081.8236251697,11.880818236251697,-0.023492560689115094
2025-09-10,top1_2m,Top1 2m,2m,42,1,1204278.6087106771,12.042786087106771,0.013632718524458687
2025-09-11,top1_2m,Top1 2m,2m,42,1,1277640.5176273878,12.776405176273878,0.06091772151898733
2025-09-12,top1_2m,Top1 2m,2m,42,1,1301459.3192237224,13.014593192237225,0.01864280387770334
2025-09-15,top1_2m,Top1 2m,2m,42,1,1309081.3357345494,13.090813357345494,0.005856515373352744
2025-09-16,top1_2m,Top1 2m,2m,42,1,1321467.1125646434,13.214671125646435,0.009461426491994107
2025-09-17,top1_2m,Top1 2m,2m,42,1,1341474.9059055643,13.414749059055643,0.015140591204037213
2025-09-18,top1_2m,Top1 2m,2m,42,1,1358624.4430549254,13.586244430549254,0.01278409090909105
2025-09-19,top1_2m,Top1 2m,2m,42,1,1342427.657969418,13.42427657969418,-0.01192145862552585
2025-09-22,top1_2m,Top1 2m,2m,42,1,1392923.5173536472,13.92923517353647,0.03761533002129158
2025-09-23,top1_2m,Top1 2m,2m,42,1,1397687.2776729143,13.976872776729143,0.0034199726402190933
2025-09-24,top1_2m,Top1 2m,2m,42,1,1470096.4345257713,14.700964345257713,0.05180640763462829
2025-09-25,top1_2m,Top1 2m,2m,42,1,1472954.6907173316,14.729546907173315,0.0019442644199612058
2025-09-26,top1_2m,Top1 2m,2m,42,1,1451041.3932487036,14.510413932487035,-0.01487710219922389
2025-09-29,top1_2m,Top1 2m,2m,42,1,1467238.1783342112,14.672381783342113,0.01116217990807633
2025-09-30,top1_2m,Top1 2m,2m,42,1,1501537.252632933,15.01537252632933,0.023376623376623273
2025-10-09,top1_2m,Top1 2m,2m,42,1,1544411.0955063354,15.444110955063353,0.02855329949238583
2025-10-10,top1_2m,Top1 2m,2m,42,1,1451994.145312557,14.51994145312557,-0.0598396051819865
2025-10-13,top1_2m,Top1 2m,2m,42,1,1483434.9634197187,14.834349634197187,0.021653543307086576
2025-10-14,top1_2m,Top1 2m,2m,42,1,1400545.5338644744,14.005455338644744,-0.055876685934489356
2025-10-15,top1_2m,Top1 2m,2m,42,1,1421506.0792692488,14.215060792692487,0.014965986394557707
2025-10-16,top1_2m,Top1 2m,2m,42,1,1413884.0627584218,14.138840627584218,-0.005361930294906059
2025-10-17,top1_2m,Top1 2m,2m,42,1,1355766.1868633654,13.557661868633653,-0.041105121293800506
2025-10-20,top1_2m,Top1 2m,2m,42,1,1365293.7075018992,13.652937075018992,0.007027406886858767
2025-10-21,top1_2m,Top1 2m,2m,42,1,1403403.7900560345,14.034037900560344,0.027913468248429885
2025-10-22,top1_2m,Top1 2m,2m,42,1,1397687.2776729143,13.976872776729143,-0.004073319755600657
2025-10-23,top1_2m,Top1 2m,2m,42,1,1386254.2529066736,13.862542529066737,-0.008179959100204526
2025-10-24,top1_2m,Top1 2m,2m,42,1,1455805.1535679705,14.558051535679706,0.050171821305841746
2025-10-27,top1_2m,Top1 2m,2m,42,1,1491056.9799305457,14.910569799305456,0.02421465968586367
2025-10-28,top1_2m,Top1 2m,2m,42,1,1477718.4510365983,14.777184510365982,-0.008945686900958427
2025-10-29,top1_2m,Top1 2m,2m,42,1,1481529.4592920118,14.815294592920118,0.0025789813023855412
2025-10-30,top1_2m,Top1 2m,2m,42,1,1448183.1370571435,14.481831370571435,-0.022508038585209
2025-10-31,top1_2m,Top1 2m,2m,42,1,1395781.7735452075,13.957817735452075,-0.03618421052631571
2025-11-03,top1_2m,Top1 2m,2m,42,1,1382842.7489715086,13.828427489715086,-0.009270091370253697
2025-11-04,top1_2m,Top1 2m,2m,42,1,1339837.4516844589,13.398374516844589,-0.03109919571045583
2025-11-05,top1_2m,Top1 2m,2m,42,1,1367271.8654710252,13.672718654710252,0.020475926950747292
2025-11-06,top1_2m,Top1 2m,2m,42,1,1392481.8673289507,13.924818673289506,0.018438177874186445
2025-11-07,top1_2m,Top1 2m,2m,42,1,1417691.8691868763,14.176918691868764,0.018104366347178047
2025-11-10,top1_2m,Top1 2m,2m,42,1,1401379.5150435127,14.013795150435127,-0.011506276150627603
2025-11-11,top1_2m,Top1 2m,2m,42,1,1386550.1021859096,13.865501021859096,-0.01058201058201047
2025-11-12,top1_2m,Top1 2m,2m,42,1,1370237.748042546,13.70237748042546,-0.0117647058823529
2025-11-13,top1_2m,Top1 2m,2m,42,1,1454023.9306880045,14.540239306880045,0.06114718614718595
2025-11-14,top1_2m,Top1 2m,2m,42,1,1426589.5169014384,14.265895169014383,-0.018867924528301883
2025-11-17,top1_2m,Top1 2m,2m,42,1,1453282.4600451244,14.532824600451244,0.01871101871101888
2025-11-18,top1_2m,Top1 2m,2m,42,1,1401379.5150435127,14.013795150435127,-0.03571428571428581
2025-11-19,top1_2m,Top1 2m,2m,42,1,1412501.5746867154,14.125015746867154,0.00793650793650813
2025-11-20,top1_2m,Top1 2m,2m,42,1,1390257.4554003102,13.902574554003102,-0.015748031496063186
2025-11-21,top1_2m,Top1 2m,2m,42,1,1307212.7433977316,13.072127433977316,-0.059733333333333416
2025-11-24,top1_2m,Top1 2m,2m,42,1,1291641.8598972482,12.916418598972482,-0.011911514463981754
2025-11-25,top1_2m,Top1 2m,2m,42,1,1311661.5672550127,13.116615672550127,0.015499425947187229
2025-11-26,top1_2m,Top1 2m,2m,42,1,1312403.037897893,13.12403037897893,0.0005652911249294235
2025-11-27,top1_2m,Top1 2m,2m,42,1,1313144.508540773,13.13144508540773,0.0005649717514124575
2025-11-28,top1_2m,Top1 2m,2m,42,1,1334647.157184298,13.34647157184298,0.01637492941840768
2025-12-01,top1_2m,Top1 2m,2m,42,1,1344758.7540856607,13.447587540856606,0.00757623229999993
2025-12-02,top1_2m,Top1 2m,2m,42,1,1344489.8426722279,13.444898426722279,-0.00019997000399940568
2025-12-03,top1_2m,Top1 2m,2m,42,1,1353033.68338245,13.5303368338245,0.006354708261120612
2025-12-04,top1_2m,Top1 2m,2m,42,1,1357693.9601334801,13.576939601334802,0.003444316877152742
2025-12-05,top1_2m,Top1 2m,2m,42,1,1392646.035766207,13.92646035766207,0.025743707093821344
2025-12-08,top1_2m,Top1 2m,2m,42,1,1402743.302060106,14.02743302060106,0.007250418293363259
2025-12-09,top1_2m,Top1 2m,2m,42,1,1356140.5345498035,13.561405345498034,-0.03322259136212635
2025-12-10,top1_2m,Top1 2m,2m,42,1,1370121.3648028942,13.701213648028942,0.010309278350515427
2025-12-11,top1_2m,Top1 2m,2m,42,1,1360024.0985089953,13.600240985089952,-0.007369614512471756
2025-12-12,top1_2m,Top1 2m,2m,42,1,1374781.6415539244,13.747816415539244,0.010850942318675116
2025-12-15,top1_2m,Top1 2m,2m,42,1,1368567.9392192175,13.685679392192176,-0.004519774011299327
