symbol,name,sma_window,regime,start,end,days,years_included,bh_total_return,bh_annualized_return,bh_max_drawdown,bh_sharpe,bh_calmar,sma_total_return,sma_annualized_return,sma_max_drawdown,sma_sharpe,sma_calmar,excess_total_return,drawdown_improvement,trades,time_in_market
159915,创业板ETF易方达,250,趋势期,2015-01-05,2026-06-18,2054,"2015,2016,2018,2019,2020,2022,2023,2025,2026",1.6770113241271454,0.12841099429613378,-0.6519215954394004,0.522636936165934,0.19697306423724734,1.3642175582298068,0.11133951083682803,-0.313676553453045,0.6627758962059165,0.35495005798542956,-0.31279376589733854,0.3382450419863554,40,0.40555014605647516
159915,创业板ETF易方达,250,上涨趋势期,2015-01-05,2026-06-18,1083,"2015,2019,2020,2025,2026",7.691965902178488,0.6539429876666099,-0.5691292875989447,1.4737873953358769,1.1490236083710945,2.155682668723161,0.3065695083297315,-0.2637585302991041,1.199341417775612,1.1623112548514714,-5.536283233455327,0.30537075729984053,19,0.7174515235457064
159915,创业板ETF易方达,250,下跌趋势期,2016-01-04,2023-12-29,971,"2016,2018,2022,2023",-0.6920131355489794,-0.26335088322001987,-0.678998361110167,-0.9460420811359483,-0.3878520160040436,-0.250806305189614,-0.0722010447380238,-0.250806305189614,-1.2951566577322704,-0.287875716216299,0.44120683035936537,0.428192055920553,21,0.057672502574665295
159915,创业板ETF易方达,250,震荡期,2017-01-03,2024-12-31,728,"2017,2021,2024",0.11986573661747624,0.039965626924974185,-0.25504107542942467,0.2787707928551609,0.15670270703525765,0.21766859054925547,0.07054820639328585,-0.25504107542942456,0.38300478660635595,0.2766150757265297,0.09780285393177923,1.1102230246251565e-16,5,0.42032967032967034
159915,创业板ETF易方达,250,最差年份,2022-01-04,2022-12-30,242,2022,-0.29179614667495324,-0.3018214868319661,-0.3386176284083703,-1.137059654301627,-0.8913342410749261,-0.04880795525170911,-0.050772740626702006,-0.029506658211794434,-1.4554826659159277,-1.7207214813098377,0.24298819142324413,0.30911097019657585,1,0.008264462809917356
510300,沪深300ETF华泰柏瑞,50,趋势期,2017-01-03,2025-12-31,1701,"2017,2018,2019,2020,2022,2024,2025",1.042553908073061,0.11160792336535597,-0.3635882508600148,0.5874023173402994,0.30696240349176235,0.7112193369277122,0.08283878856713112,-0.31763239376889774,0.5806867227344245,0.2608008194132831,-0.3313345711453488,0.04595585709111705,92,0.5608465608465608
510300,沪深300ETF华泰柏瑞,50,上涨趋势期,2017-01-03,2025-12-31,1216,"2017,2019,2020,2024,2025",2.642936502491138,0.3072343669899893,-0.1821611425491778,1.3725788205843694,1.6866075974849883,1.1429827624425068,0.1711142499639482,-0.24812786209970106,0.980631747756271,0.6896212642786251,-1.4999537400486314,-0.06596671955052325,66,0.6916118421052632
510300,沪深300ETF华泰柏瑞,50,下跌趋势期,2018-01-02,2022-12-30,485,"2018,2022",-0.439311141801042,-0.25964669173683685,-0.545504335730177,-1.1033053256641177,-0.47597548677462026,-0.20147778744738198,-0.1103287943795197,-0.28425401677578277,-1.1487024147249458,-0.38813451303503005,0.23783335435366004,0.2612503189543942,26,0.2329896907216495
510300,沪深300ETF华泰柏瑞,50,震荡期,2015-01-05,2026-06-18,1082,"2015,2016,2021,2023,2026",-0.15538855061077583,-0.03856869752912717,-0.5297225891677673,0.04007866933849034,-0.07280923698141965,-0.08616874792255813,-0.020767963655152544,-0.39591160077864007,-0.03494036480750842,-0.05245606245007257,0.0692198026882177,0.1338109883891272,81,0.488909426987061
510300,沪深300ETF华泰柏瑞,50,最差年份,2018-01-02,2018-12-28,243,2018,-0.2840842598010517,-0.2928909002578697,-0.35432654141307107,-1.155928373870695,-0.8266129291071644,-0.20907374195406803,-0.21591480614317904,-0.27134750064156044,-2.149893357874251,-0.7957132666882167,0.07501051784698365,0.08297904077151064,20,0.18106995884773663
510300,沪深300ETF华泰柏瑞,100,趋势期,2017-01-03,2025-12-31,1701,"2017,2018,2019,2020,2022,2024,2025",1.042553908073061,0.11160792336535597,-0.3635882508600148,0.5874023173402994,0.30696240349176235,0.7372739663101817,0.0852656222585948,-0.2463726925966686,0.5812622675788431,0.34608389980208276,-0.3052799417628793,0.11721555826334618,69,0.6161081716637272
510300,沪深300ETF华泰柏瑞,100,上涨趋势期,2017-01-03,2025-12-31,1216,"2017,2019,2020,2024,2025",2.642936502491138,0.3072343669899893,-0.1821611425491778,1.3725788205843694,1.6866075974849883,1.0183699411239062,0.1566644728732025,-0.24637269259666816,0.8656346979693731,0.6358840796113504,-1.624566561367232,-0.06421155004749035,55,0.7919407894736842
510300,沪深300ETF华泰柏瑞,100,下跌趋势期,2018-01-02,2022-12-30,485,"2018,2022",-0.439311141801042,-0.25964669173683685,-0.545504335730177,-1.1033053256641177,-0.47597548677462026,-0.1392688075096864,-0.07496539334328811,-0.22149266580262217,-1.0999440419387774,-0.3384554205063011,0.30004233429135563,0.3240116699275548,14,0.17525773195876287
