symbol,name,sma_window,trade_number,entry_date,exit_date,entry_close,exit_close,days_held,total_return,peak_return,giveback_from_peak,max_drawdown,false_breakout,lagging_stop,open_trade
159915,创业板ETF易方达,100,35,2020-04-03,2020-11-19,1.834,2.556,153,0.3833506567605858,0.5179949685028746,-0.0886987865810136,-0.14239828693790124,False,True,False
159915,创业板ETF易方达,100,36,2020-11-24,2020-11-25,2.582,2.528,2,-0.027041333183871363,-0.005242190512919409,-0.021914020139426782,-0.021914020139426782,True,False,False
159915,创业板ETF易方达,100,37,2020-12-02,2020-12-03,2.593,2.619,2,0.00452786770062974,0.00452786770062974,0.0,0.0,False,False,False
159915,创业板ETF易方达,100,38,2020-12-04,2021-03-05,2.637,2.772,59,0.05631869176156834,0.2561013660999232,-0.15904980261160073,-0.16459155784998525,False,True,False
159915,创业板ETF易方达,100,39,2021-04-22,2021-05-10,2.837,2.827,10,0.0026225000264299414,0.061135477003421146,-0.05514185346269651,-0.05687520910003341,False,False,False
159915,创业板ETF易方达,100,40,2021-05-13,2021-09-01,2.845,3.094,79,0.07775964306995764,0.20471927112566912,-0.10538523878437056,-0.10538523878437056,False,True,False
159915,创业板ETF易方达,100,41,2021-10-26,2021-10-28,3.221,3.178,3,-0.019899437523529406,-0.005635352286773809,-0.014344923936665643,-0.014344923936665643,True,False,False
159915,创业板ETF易方达,100,42,2021-11-01,2021-12-21,3.224,3.247,37,-0.0026143208193659673,0.043268910285050755,-0.04398025346301182,-0.04951370468611849,False,False,False
159915,创业板ETF易方达,100,43,2021-12-22,2021-12-27,3.26,3.19,4,-0.019516506278376644,0.005772724326939205,-0.02514408075864194,-0.02514408075864194,True,False,False
159915,创业板ETF易方达,100,44,2022-06-20,2022-09-01,2.626,2.463,54,-0.048727614492135474,0.07053997179903782,-0.11140881184543217,-0.11140881184543217,False,False,False
159915,创业板ETF易方达,100,45,2023-01-10,2023-03-08,2.401,2.308,37,-0.02603937297443959,0.07167062966188298,-0.09117540402049695,-0.09117540402049695,False,False,False
159915,创业板ETF易方达,100,46,2023-04-04,2023-04-14,2.35,2.355,8,-0.006635962030898668,0.0002598777000415442,-0.006894048121570351,-0.015618404390038032,True,False,False
159915,创业板ETF易方达,100,47,2023-04-17,2023-04-20,2.364,2.314,4,-0.019380832382230095,0.0028216560509555233,-0.022140016920473737,-0.022140016920473737,True,False,False
159915,创业板ETF易方达,100,48,2024-03-12,2024-03-26,1.851,1.792,11,-0.02802205445939876,0.018008773166091174,-0.045216533333332976,-0.05013333333333314,True,False,False
159915,创业板ETF易方达,100,49,2024-03-27,2024-03-28,1.742,1.758,2,-0.020953497345005845,-0.020953497345005845,0.0,0.0,True,False,False
159915,创业板ETF易方达,100,50,2024-04-02,2024-04-09,1.808,1.777,4,-0.02664488932103226,-0.008683863885839749,-0.018118362831858636,-0.02765486725663724,True,False,False
159915,创业板ETF易方达,100,51,2024-04-10,2024-04-11,1.739,1.731,2,-0.02785934056662287,-0.022384355655599264,-0.005600345025876918,-0.005600345025876918,True,False,False
159915,创业板ETF易方达,100,52,2024-04-29,2024-06-13,1.837,1.742,30,-0.019968193238817045,0.0452128814012851,-0.06236153017241408,-0.06236153017241408,False,False,False
159915,创业板ETF易方达,100,53,2024-06-17,2024-06-21,1.768,1.723,5,-0.02075033551160066,0.010384996753213471,-0.03081531531531534,-0.03081531531531534,True,False,False
159915,创业板ETF易方达,100,54,2024-09-27,2025-01-13,1.86,1.942,71,0.14964616113343365,0.5869350667738107,-0.27555563853622045,-0.276325616131441,False,True,False
159915,创业板ETF易方达,100,55,2025-01-15,2025-02-06,1.999,2.08,11,0.019577388120386452,0.02253311724624618,-0.0028905950095970967,-0.028790786948176605,False,False,False
159915,创业板ETF易方达,100,56,2025-02-07,2025-03-03,2.131,2.154,17,0.03354405169115271,0.07539162726058546,-0.03891380080393014,-0.049575703439034946,False,False,False
159915,创业板ETF易方达,100,57,2025-03-04,2025-03-05,2.149,2.149,2,-0.004317941504178302,-0.003321262766945221,-0.0010000000000000009,-0.0010000000000000009,True,False,False
159915,创业板ETF易方达,100,58,2025-03-06,2025-03-14,2.191,2.186,7,0.015231730301782598,0.018543973941368197,-0.003251939753537103,-0.030123231401186445,False,False,False
159915,创业板ETF易方达,100,59,2025-03-17,2025-03-24,2.173,2.112,6,-0.035788888578070055,-0.0014629788610026617,-0.03437620137299768,-0.03437620137299768,True,False,False
159915,创业板ETF易方达,100,60,2025-06-25,2026-03-05,2.109,3.206,168,0.5654314416121771,0.6476188332734862,-0.04988252743992938,-0.1200000000000001,False,False,False
159915,创业板ETF易方达,100,61,2026-03-06,2026-04-01,3.225,3.232,19,0.006116096223843126,0.04356541813556958,-0.03588593610032931,-0.049865631531801125,False,False,False
159915,创业板ETF易方达,100,62,2026-04-02,2026-04-03,3.164,3.141,2,-0.030126631710705842,-0.02203960396039606,-0.008269279393173234,-0.008269279393173234,True,False,False
159915,创业板ETF易方达,100,63,2026-04-09,2026-06-18,3.32,4.269,48,0.27494734048300895,0.27494734048300895,0.0,-0.07671893848009625,False,False,True
159915,创业板ETF易方达,150,1,2015-08-13,2015-08-19,2.558,2.422,5,-0.02880570055908216,0.026721976697468897,-0.054082486317435396,-0.08405003909304132,True,False,False
159915,创业板ETF易方达,150,2,2015-11-10,2015-11-19,2.609,2.624,8,0.013894169728746242,0.03652601918342446,-0.021834328358209087,-0.0611940298507464,False,False,False
159915,创业板ETF易方达,150,3,2015-11-20,2015-11-30,2.645,2.52,7,-0.0415371632071555,0.04545571718382613,-0.08321048798252006,-0.09104151493080848,True,False,False
159915,创业板ETF易方达,150,4,2015-12-16,2016-01-05,2.593,2.275,14,-0.11896184339736782,0.03660942949444057,-0.15007703814510087,-0.15007703814510087,True,False,False
159915,创业板ETF易方达,150,5,2016-04-15,2016-04-18,2.195,2.16,2,-0.025483506749269913,-0.008685352622061604,-0.016945330296127437,-0.016945330296127437,True,False,False
159915,创业板ETF易方达,150,6,2016-07-05,2016-07-28,2.148,2.044,18,-0.05253492434596052,0.01616576973276196,-0.06760776255707757,-0.06760776255707757,True,False,False
159915,创业板ETF易方达,150,7,2016-08-10,2016-08-11,2.043,2.017,2,-0.02332639976958284,-0.009733624454148382,-0.013726382770435808,-0.013726382770435808,True,False,False
159915,创业板ETF易方达,150,8,2016-08-16,2016-09-14,2.105,2.051,22,-0.026677127084597463,0.010876852997019126,-0.03714990601503798,-0.03714990601503798,False,False,False
159915,创业板ETF易方达,150,9,2016-09-20,2016-09-27,2.066,2.049,6,-0.01307186907720892,-0.0010029041626331558,-0.01208108108108108,-0.019305019305019266,True,False,False
159915,创业板ETF易方达,150,10,2016-09-30,2016-10-31,2.062,2.071,17,0.004307135297045184,0.028612784534626012,-0.02362954223690439,-0.02362954223690439,False,False,False
