symbol,name,sma_window,scenario,commission_rate,slippage_rate,one_way_cost,trade_count,turnover_per_year,time_in_market,gross_total_return,net_total_return,cost_drag_vs_gross,bh_total_return,excess_vs_bh,net_annualized_return,net_max_drawdown,net_sharpe,net_calmar,bh_max_drawdown,bh_sharpe
159915,创业板ETF易方达,250,a_share_etf_low,0.0001,0.0001,0.0002,45,4.076204169662113,0.4094176851186197,2.011339162282333,1.984369620685944,-0.02696954159638887,1.997893258426989,-0.013523637741045036,0.10411230167871954,-0.34679477816633075,0.573422405126855,0.3002130027136247,-0.6957783641160946,0.4621041709979952
159915,创业板ETF易方达,250,a_share_etf_mid,0.0003,0.0002,0.0005,45,4.076204169662113,0.4094176851186197,2.011339162282333,1.9443575779840794,-0.06698158429825352,1.997893258426989,-0.05353568044290968,0.102763161621658,-0.34777686441004485,0.5676450945438555,0.2954859052972987,-0.6957783641160946,0.4621041709979952
159915,创业板ETF易方达,250,a_share_etf_high,0.0005,0.0005,0.001,45,4.076204169662113,0.4094176851186197,2.011339162282333,1.878833461881479,-0.13250570040085385,1.997893258426989,-0.11905979654551002,0.10051735931857575,-0.34941104957408353,0.5580058313976632,0.28767653295767814,-0.6957783641160946,0.4621041709979952
159915,创业板ETF易方达,250,previous_0_10pct,0.001,0.0,0.001,45,4.076204169662113,0.4094176851186197,2.011339162282333,1.878833461881479,-0.13250570040085385,1.997893258426989,-0.11905979654551002,0.10051735931857575,-0.34941104957408353,0.5580058313976632,0.28767653295767814,-0.6957783641160946,0.4621041709979952
510300,沪深300ETF华泰柏瑞,50,no_cost,0.0,0.0,0.0,173,15.665109593963347,0.5328781890046712,0.859699391522146,0.859699391522146,0.0,0.7251644167532096,0.1345349747689364,0.05778639758896964,-0.2967690585186884,0.4245409859376027,0.1947184045311471,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,50,a_share_etf_low,0.0001,0.0001,0.0002,173,15.665109593963347,0.5328781890046712,0.859699391522146,0.7963649316203154,-0.06333445990183062,0.7251644167532096,0.07120051486710577,0.05447276865849293,-0.30099045276891434,0.40536428588616874,0.1809783936911595,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,50,a_share_etf_mid,0.0003,0.0002,0.0005,173,15.665109593963347,0.5328781890046712,0.859699391522146,0.7053622456270436,-0.1543371458951024,0.7251644167532096,-0.019802171126166,0.04952054112946547,-0.30727664855221193,0.3765975724759805,0.16115946773954423,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,50,a_share_etf_high,0.0005,0.0005,0.001,173,15.665109593963347,0.5328781890046712,0.859699391522146,0.5637657092437789,-0.29593368227836714,0.7251644167532096,-0.16139870750943075,0.04131518315416716,-0.3176323937688983,0.32865909584342035,0.13007232248555572,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,50,previous_0_10pct,0.001,0.0,0.001,173,15.665109593963347,0.5328781890046712,0.859699391522146,0.5637657092437789,-0.29593368227836714,0.7251644167532096,-0.16139870750943075,0.04131518315416716,-0.3176323937688983,0.32865909584342035,0.13007232248555572,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,100,no_cost,0.0,0.0,0.0,121,10.956521739130434,0.5346748113546532,-0.02877310624738616,-0.02877310624738616,0.0,0.7251644167532096,-0.7539375230005958,-0.0026401243508027417,-0.4685289416176317,0.06311982593853939,-0.005634922661741049,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,100,a_share_etf_low,0.0001,0.0001,0.0002,121,10.956521739130434,0.5346748113546532,-0.02877310624738616,-0.05200608681295671,-0.02323298056557055,0.7251644167532096,-0.7771705035661663,-0.004824334588467982,-0.469919032082883,0.049297440424162356,-0.010266310277079988,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,100,a_share_etf_mid,0.0003,0.0002,0.0005,121,10.956521739130434,0.5346748113546532,-0.02877310624738616,-0.0858259778518421,-0.057052871604455935,0.7251644167532096,-0.8109903946050517,-0.008092500554043314,-0.4719978762785554,0.02856484312186367,-0.017145205435770697,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,100,a_share_etf_high,0.0005,0.0005,0.001,121,10.956521739130434,0.5346748113546532,-0.02877310624738616,-0.1395534660996448,-0.11078035985225865,0.7251644167532096,-0.8647178828528544,-0.013517776941438964,-0.4754459011150165,-0.0059811118562491114,-0.028431787738072936,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,100,previous_0_10pct,0.001,0.0,0.001,121,10.956521739130434,0.5346748113546532,-0.02877310624738616,-0.1395534660996448,-0.11078035985225865,0.7251644167532096,-0.8647178828528544,-0.013517776941438964,-0.4754459011150165,-0.0059811118562491114,-0.028431787738072936,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,150,no_cost,0.0,0.0,0.0,85,7.6967301473230325,0.5271289974847287,0.6927196780343823,0.6927196780343823,0.0,0.7251644167532096,-0.03244473871882736,0.048813629031653205,-0.3703941448553463,0.3945280320755582,0.13178833874578896,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,150,a_share_etf_low,0.0001,0.0001,0.0002,85,7.6967301473230325,0.5271289974847287,0.6927196780343823,0.664220920715056,-0.028498757319326273,0.7251644167532096,-0.06094349603815363,0.04720233597512502,-0.37801983769453784,0.38422207295483174,0.12486735157340412,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,150,a_share_etf_mid,0.0003,0.0002,0.0005,85,7.6967301473230325,0.5271289974847287,0.6927196780343823,0.6223595723762807,-0.07036010565810158,0.7251644167532096,-0.10280484437692894,0.04478943476993602,-0.38928833826269815,0.36875095101126304,0.11505465324191493,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,150,a_share_etf_high,0.0005,0.0005,0.001,85,7.6967301473230325,0.5271289974847287,0.6927196780343823,0.5548910853509992,-0.1378285926833831,0.7251644167532096,-0.17027333140221046,0.04077868136512941,-0.4076245462547614,0.34293671405687604,0.10003980805327442,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,150,previous_0_10pct,0.001,0.0,0.001,85,7.6967301473230325,0.5271289974847287,0.6927196780343823,0.5548910853509992,-0.1378285926833831,0.7251644167532096,-0.17027333140221046,0.04077868136512941,-0.4076245462547614,0.34293671405687604,0.10003980805327442,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,200,no_cost,0.0,0.0,0.0,53,4.799137621272008,0.5350341358246496,0.912459709814472,0.912459709814472,0.0,0.7251644167532096,0.18729529306126236,0.06046933919895392,-0.2679248836310266,0.46291895627119806,0.22569512163054406,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,200,a_share_etf_low,0.0001,0.0001,0.0002,53,4.799137621272008,0.5350341358246496,0.912459709814472,0.8923080957559646,-0.020151614058507406,0.7251644167532096,0.16714367900275495,0.05945263897686437,-0.27187240956753045,0.4566024682133881,0.21867845682258139,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,200,a_share_etf_mid,0.0003,0.0002,0.0005,53,4.799137621272008,0.5350341358246496,0.912459709814472,0.8624707118924213,-0.04998899792205069,0.7251644167532096,0.13730629513921166,0.05792903557084439,-0.2777552897406713,0.4471203992524909,0.20856141254746344,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,200,a_share_etf_high,0.0005,0.0005,0.001,53,4.799137621272008,0.5350341358246496,0.912459709814472,0.8137643339818639,-0.09869537583260812,0.7251644167532096,0.08859991722865423,0.055393551436323074,-0.28745851754133867,0.4312986775954927,0.19270102660415017,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,200,previous_0_10pct,0.001,0.0,0.001,53,4.799137621272008,0.5350341358246496,0.912459709814472,0.8137643339818639,-0.09869537583260812,0.7251644167532096,0.08859991722865423,0.055393551436323074,-0.28745851754133867,0.4312986775954927,0.19270102660415017,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,250,no_cost,0.0,0.0,0.0,57,5.1613366870283865,0.5264103485447359,0.8858447880281037,0.8858447880281037,0.0,0.7251644167532096,0.1606803712748941,0.05912446258591442,-0.3030316846687212,0.45594234822006857,0.19510983694840414,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,250,a_share_etf_low,0.0001,0.0001,0.0002,57,5.1613366870283865,0.5264103485447359,0.8858447880281037,0.8645638965921993,-0.021280891435904392,0.7251644167532096,0.1393994798389897,0.058036642471974265,-0.3078943360212608,0.44919973728297835,0.18849532349944462,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,250,a_share_etf_mid,0.0003,0.0002,0.0005,57,5.1613366870283865,0.5264103485447359,0.8858447880281037,0.8330842135049563,-0.05276057452314742,0.7251644167532096,0.10791979675174668,0.05640660140477105,-0.3151265747290821,0.43907341184620824,0.17899665064193473,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,250,a_share_etf_high,0.0005,0.0005,0.001,57,5.1613366870283865,0.5264103485447359,0.8858447880281037,0.7817745416057862,-0.10407024642231755,0.7251644167532096,0.05661012485257655,0.05369436584600962,-0.32701747089027056,0.42216455469348524,0.16419418112381695,-0.5297225891677673,0.31982763358520516
510300,沪深300ETF华泰柏瑞,250,previous_0_10pct,0.001,0.0,0.001,57,5.1613366870283865,0.5264103485447359,0.8858447880281037,0.7817745416057862,-0.10407024642231755,0.7251644167532096,0.05661012485257655,0.05369436584600962,-0.32701747089027056,0.42216455469348524,0.16419418112381695,-0.5297225891677673,0.31982763358520516
511010,国债ETF国泰,50,no_cost,0.0,0.0,0.0,131,11.862019403521378,0.7596119295724039,0.3333763848777551,0.3333763848777551,0.0,0.4197048785384401,-0.08632849366068496,0.026394800099570626,-0.02596929626174771,1.4021455098747189,1.0163848813434992,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,50,a_share_etf_low,0.0001,0.0001,0.0002,131,11.862019403521378,0.7596119295724039,0.3333763848777551,0.2988974509265787,-0.034478933951176405,0.4197048785384401,-0.12080742761186136,0.02396279576799376,-0.031216426142531395,1.2749428247274586,0.7676341826761908,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,50,a_share_etf_mid,0.0003,0.0002,0.0005,131,11.862019403521378,0.7596119295724039,0.3333763848777551,0.24883124186473826,-0.08454514301301685,0.4197048785384401,-0.1708736366737018,0.020324681894410945,-0.039263971317514246,1.0816666042144245,0.5176420319292775,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,50,a_share_etf_high,0.0005,0.0005,0.001,131,11.862019403521378,0.7596119295724039,0.3333763848777551,0.1696085048345044,-0.1637678800432507,0.4197048785384401,-0.25009637370393567,0.014287452521105637,-0.052632410469218405,0.7571923266971935,0.27145730917001276,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,50,previous_0_10pct,0.001,0.0,0.001,131,11.862019403521378,0.7596119295724039,0.3333763848777551,0.1696085048345044,-0.1637678800432507,0.4197048785384401,-0.25009637370393567,0.014287452521105637,-0.052632410469218405,0.7571923266971935,0.27145730917001276,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,100,no_cost,0.0,0.0,0.0,57,5.1613366870283865,0.7811713977721882,0.36867467940706566,0.36867467940706566,0.0,0.4197048785384401,-0.05103019913137441,0.028826055073635448,-0.03642704676192143,1.513751269758956,0.7913365928903249,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,100,a_share_etf_low,0.0001,0.0001,0.0002,57,5.1613366870283865,0.7811713977721882,0.36867467940706566,0.3531646430356197,-0.01551003637144599,0.4197048785384401,-0.0665402355028204,0.027764872170354726,-0.03738990172527201,1.459811868890107,0.742576762420007,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,100,a_share_etf_mid,0.0003,0.0002,0.0005,57,5.1613366870283865,0.7811713977721882,0.36867467940706566,0.33022283413112596,-0.0384518452759397,0.4197048785384401,-0.08948204440731411,0.026174752637868615,-0.03883274081990562,1.3773403349872462,0.6740382493025439,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,100,a_share_etf_high,0.0005,0.0005,0.001,57,5.1613366870283865,0.7811713977721882,0.36867467940706566,0.2928328357958956,-0.07584184361117008,0.4197048785384401,-0.1268720427425445,0.02352896162929574,-0.041625325809953484,1.236518998569268,0.5652559150340506,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,100,previous_0_10pct,0.001,0.0,0.001,57,5.1613366870283865,0.7811713977721882,0.36867467940706566,0.2928328357958956,-0.07584184361117008,0.4197048785384401,-0.1268720427425445,0.02352896162929574,-0.041625325809953484,1.236518998569268,0.5652559150340506,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,150,no_cost,0.0,0.0,0.0,33,2.988142292490118,0.7930291052820697,0.3535317577100614,0.3535317577100614,0.0,0.4197048785384401,-0.06617312082837867,0.027790117359891342,-0.04729951333206672,1.469568771700713,0.5875349533681359,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,150,a_share_etf_low,0.0001,0.0001,0.0002,33,2.988142292490118,0.7930291052820697,0.3535317577100614,0.34462820255536997,-0.008903555154691434,0.4197048785384401,-0.0750766759830701,0.027176087710689467,-0.048822101961660036,1.4375652389939,0.5566349382505249,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,150,a_share_etf_mid,0.0003,0.0002,0.0005,33,2.988142292490118,0.7930291052820697,0.3535317577100614,0.3313792680443599,-0.02215248966570149,0.4197048785384401,-0.08832561049408016,0.026255500950824517,-0.05110199265373783,1.3887023250370776,0.5137862456505221,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,150,a_share_etf_high,0.0005,0.0005,0.001,33,2.988142292490118,0.7930291052820697,0.3535317577100614,0.3095785237675488,-0.043953233942512604,0.4197048785384401,-0.11012635477089128,0.024722409852813598,-0.05489118573497853,1.3052649822708984,0.4503894299565046,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,150,previous_0_10pct,0.001,0.0,0.001,33,2.988142292490118,0.7930291052820697,0.3535317577100614,0.3095785237675488,-0.043953233942512604,0.4197048785384401,-0.11012635477089128,0.024722409852813598,-0.05489118573497853,1.3052649822708984,0.4503894299565046,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,200,no_cost,0.0,0.0,0.0,15,1.3582464965864174,0.7782968020122171,0.3299424080177751,0.3299424080177751,0.0,0.4197048785384401,-0.089762470520665,0.026155162190681036,-0.05568936287440851,1.4130836634836652,0.4696617242626128,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,200,a_share_etf_low,0.0001,0.0001,0.0002,15,1.3582464965864174,0.7782968020122171,0.3299424080177751,0.32595788334319886,-0.0039845246745762175,0.4197048785384401,-0.09374699519524121,0.02587639834473121,-0.057576823061061266,1.398008707509634,0.4494238648299303,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,200,a_share_etf_mid,0.0003,0.0002,0.0005,15,1.3582464965864174,0.7782968020122171,0.3299424080177751,0.3200019824088929,-0.009940425608882197,0.4197048785384401,-0.09970289612954719,0.025458290035099473,-0.060401647504967015,1.3749973814200531,0.4214833715091291,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,200,a_share_etf_high,0.0005,0.0005,0.001,15,1.3582464965864174,0.7782968020122171,0.3299424080177751,0.3101309361896869,-0.01981147182808818,0.4197048785384401,-0.10957394234875317,0.02476154276520659,-0.06509275791284608,1.335647881869771,0.38040395827689905,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,200,previous_0_10pct,0.001,0.0,0.001,15,1.3582464965864174,0.7782968020122171,0.3299424080177751,0.3101309361896869,-0.01981147182808818,0.4197048785384401,-0.10957394234875317,0.02476154276520659,-0.06509275791284608,1.335647881869771,0.38040395827689905,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,250,no_cost,0.0,0.0,0.0,19,1.7204455623427954,0.7599712540424003,0.3046376923858627,0.3046376923858627,0.0,0.4197048785384401,-0.11506718615257738,0.024371732041354788,-0.05261636042020634,1.3429987728114263,0.4631968430867612,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,250,a_share_etf_low,0.0001,0.0001,0.0002,19,1.7204455623427954,0.7599712540424003,0.3046376923858627,0.2996896988204609,-0.004947993565401765,0.4197048785384401,-0.12001517971797915,0.0240193333612706,-0.055077199054280324,1.323867985390208,0.4361030294514212,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,250,a_share_etf_mid,0.0003,0.0002,0.0005,19,1.7204455623427954,0.7599712540424003,0.3046376923858627,0.2923010303394231,-0.012336662046439573,0.4197048785384401,-0.12740384819901696,0.0234908305468311,-0.05875739568081162,1.2946666636663755,0.3997935966127663,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,250,a_share_etf_high,0.0005,0.0005,0.001,19,1.7204455623427954,0.7599712540424003,0.3046376923858627,0.2800749391495747,-0.024562753236287982,0.4197048785384401,-0.13962993938886537,0.022610246428264924,-0.06486166785886271,1.2447582812694746,0.34859181354177055,-0.050283211726015575,1.3561143338801258
511010,国债ETF国泰,250,previous_0_10pct,0.001,0.0,0.001,19,1.7204455623427954,0.7599712540424003,0.3046376923858627,0.2800749391495747,-0.024562753236287982,0.4197048785384401,-0.13962993938886537,0.022610246428264924,-0.06486166785886271,1.2447582812694746,0.34859181354177055,-0.050283211726015575,1.3561143338801258
