name,total_return,annualized_return,annualized_volatility,max_drawdown,sharpe_like_no_rf,trade_count,cash_days,defensive_days,sector_days
momentum_defensive_or_cash,8.388156824820719,0.2248049199963884,0.3614071179349046,-0.4790119394371647,0.7424702525092138,46,142,239,2402
buy_hold_510300,0.7251644167532096,0.050618262522510005,0.2651478746601838,-0.5297225891677673,0.31977016747503234,0,0,0,2783
