as_of,close,ma200,above_ma,ma_slope_up,base_level,mom_3m,mom_6m,amount_pct,margin_chg,margin_note,breadth,vetoes,final_level,final_name
2024-06-28,3461.66,3526.66,False,False,0,-0.0168,0.0412,0.552,-0.028,-2.8%,N/A(历史复盘不可用),两融20日趋势向下(-2.8%),0,防御
