strategy,start_date,end_date,total_return,annualized_return,annualized_volatility,max_drawdown,sharpe_like_no_rf,calmar,final_nav,positive_day_rate,best_day,worst_day,excess_total_return_vs_510300,excess_annualized_return_vs_510300,drawdown_improvement_vs_510300
Top2等权,2015-01-05,2026-06-18,7.069698924361342,0.2081357050431778,0.30357510511746333,-0.4605813684692449,0.7750433376052067,0.4518977954642904,8.069698924361342,0.508803449514912,0.10130802313021414,-0.10108333631299304,6.344534507608133,0.1575174425206678,0.06914122069852235
Top3等权,2015-01-05,2026-06-18,2.7686481059547874,0.127647782919744,0.2839686883264098,-0.49786239701410173,0.5655860090369518,0.25639169313710675,3.7686481059547874,0.5059288537549407,0.10130802313021414,-0.15135506139758204,2.0434836892015777,0.07702952039723399,0.031860192153665534
买入持有510300,2015-01-05,2026-06-18,0.7251644167532096,0.050618262522510005,0.2651478746601838,-0.5297225891677673,0.3197701674750314,0.09555617139536182,1.7251644167532096,0.5037729069349622,0.1281956280103742,-0.12783793223891027,0.0,0.0,0.0
