date,window_label,lookback_days,rebalance_frequency,position,strategy_return,strategy_return_after_cost,trade,nav
2019-10-18,mom_2m,42,monthly,512690,-0.04245283018867918,-0.04245283018867918,False,1.6695002494378997
2019-10-21,mom_2m,42,monthly,512690,0.004926108374384119,0.004926108374384119,False,1.677724388597692
2019-10-22,mom_2m,42,monthly,512690,0.004901960784313708,0.004901960784313708,False,1.6859485277574846
2019-10-23,mom_2m,42,monthly,512690,-0.04878048780487798,-0.04878048780487798,False,1.6037071361595587
2019-10-24,mom_2m,42,monthly,512690,-0.03076923076923077,-0.03076923076923077,False,1.554362301200803
2019-10-25,mom_2m,42,monthly,512690,0.042328042328042326,0.042328042328042326,False,1.620155414479144
2019-10-28,mom_2m,42,monthly,512690,0.050761421319796884,0.050761421319796884,False,1.7023968060770698
2019-10-29,mom_2m,42,monthly,512690,0.019323671497584627,0.019323671497584627,False,1.7352933627162404
2019-10-30,mom_2m,42,monthly,512690,-0.018957345971563955,-0.018957345971563955,False,1.70239680607707
2019-10-31,mom_2m,42,monthly,512690,0.004830917874396157,0.004830917874396157,False,1.7106209452368626
2019-11-01,mom_2m,42,monthly,512480,0.0049586776859504855,0.004758677685950486,True,1.7187612389580809
2019-11-04,mom_2m,42,monthly,512480,0.009868421052631637,0.009868421052631637,False,1.735722698553062
2019-11-05,mom_2m,42,monthly,512480,0.013029315960912058,0.013029315960912058,False,1.7583379780130368
2019-11-06,mom_2m,42,monthly,512480,-0.02893890675241162,-0.02893890675241162,False,1.7074535992280935
2019-11-07,mom_2m,42,monthly,512480,0.008278145695364225,0.008278145695364225,False,1.7215881488905778
2019-11-08,mom_2m,42,monthly,512480,0.008210180623973828,0.008210180623973828,False,1.735722698553062
2019-11-11,mom_2m,42,monthly,512480,-0.026058631921824116,-0.026058631921824116,False,1.6904921396331125
2019-11-12,mom_2m,42,monthly,512480,-0.010033444816053505,-0.010033444816053505,False,1.6735306800381315
2019-11-13,mom_2m,42,monthly,512480,0.04054054054054057,0.04054054054054057,False,1.7413765184180559
2019-11-14,mom_2m,42,monthly,512480,0.030844155844155896,0.030844155844155896,False,1.7950878071354959
2019-11-15,mom_2m,42,monthly,512480,-0.009448818897637823,-0.009448818897637823,False,1.7781263475405147
2019-11-18,mom_2m,42,monthly,512480,0.004769475357710551,0.004769475357710551,False,1.786607077338005
2019-11-19,mom_2m,42,monthly,512480,0.015822784810126667,0.015822784810126667,False,1.8148761766629735
2019-11-20,mom_2m,42,monthly,512480,-0.014018691588785104,-0.014018691588785104,False,1.7894339872705018
2019-11-21,mom_2m,42,monthly,512480,0.0015797788309637184,0.0015797788309637184,False,1.7922608972029987
2019-11-22,mom_2m,42,monthly,512480,-0.023659305993690927,-0.023659305993690927,False,1.749857248215546
2019-11-25,mom_2m,42,monthly,512480,-0.04200323101777059,-0.04200323101777059,False,1.676357589970628
2019-11-26,mom_2m,42,monthly,512480,0.006745362563237878,0.006745362563237878,False,1.6876652297006156
2019-11-27,mom_2m,42,monthly,512480,0.04355108877721947,0.04355108877721947,False,1.7611648879455337
2019-11-28,mom_2m,42,monthly,512480,-0.0048154093097912964,-0.0048154093097912964,False,1.7526841581480432
2019-11-29,mom_2m,42,monthly,512480,0.008064516129032251,0.008064516129032251,False,1.7668187078105275
2019-12-02,mom_2m,42,monthly,512800,0.0018348623853210455,0.0016348623853210454,True,1.7697072132576086
2019-12-03,mom_2m,42,monthly,512800,0.00366300366300365,0.00366300366300365,False,1.7761896572622151
2019-12-04,mom_2m,42,monthly,512800,-0.005474452554744547,-0.005474452554744547,False,1.7664659912553051
2019-12-05,mom_2m,42,monthly,512800,0.007339449541284404,0.007339449541284404,False,1.7794308792645184
2019-12-06,mom_2m,42,monthly,512800,-0.0018214936247723523,-0.0018214936247723523,False,1.776189657262215
2019-12-09,mom_2m,42,monthly,512800,0.0,0.0,False,1.776189657262215
2019-12-10,mom_2m,42,monthly,512800,-0.0036496350364964014,-0.0036496350364964014,False,1.7697072132576082
2019-12-11,mom_2m,42,monthly,512800,0.01098901098901095,0.01098901098901095,False,1.789154545271428
2019-12-12,mom_2m,42,monthly,512800,-0.0036231884057971175,-0.0036231884057971175,False,1.7826721012668212
2019-12-13,mom_2m,42,monthly,512800,0.0181818181818183,0.0181818181818183,False,1.8150843212898544
2019-12-16,mom_2m,42,monthly,512800,0.0,0.0,False,1.8150843212898544
2019-12-17,mom_2m,42,monthly,512800,0.010714285714285454,0.010714285714285454,False,1.8345316533036737
2019-12-18,mom_2m,42,monthly,512800,0.0017667844522968323,0.0017667844522968323,False,1.837772875305977
2019-12-19,mom_2m,42,monthly,512800,0.0017636684303350414,0.0017636684303350414,False,1.8410140973082803
2019-12-20,mom_2m,42,monthly,512800,0.0,0.0,False,1.8410140973082803
2019-12-23,mom_2m,42,monthly,512800,-0.010563380281689905,-0.010563380281689905,False,1.821566765294461
2019-12-24,mom_2m,42,monthly,512800,0.005338078291814652,0.005338078291814652,False,1.8312904313013703
2019-12-25,mom_2m,42,monthly,512800,-0.001769911504424737,-0.001769911504424737,False,1.828049209299067
2019-12-26,mom_2m,42,monthly,512800,0.007092198581560183,0.007092198581560183,False,1.84101409730828
2019-12-27,mom_2m,42,monthly,512800,0.0,0.0,False,1.84101409730828
2019-12-30,mom_2m,42,monthly,512800,-0.0017605633802817433,-0.0017605633802817433,False,1.8377728753059765
2019-12-31,mom_2m,42,monthly,512800,-0.0017636684303351524,-0.0017636684303351524,False,1.834531653303673
2020-01-02,mom_2m,42,monthly,512480,0.04044630404463034,0.040246304044630345,True,1.9083647720020311
2020-01-03,mom_2m,42,monthly,512480,0.0013404825737266535,0.0013404825737266535,False,1.9109229017232137
2020-01-06,mom_2m,42,monthly,512480,0.008032128514056325,0.008032128514056325,False,1.926271680050308
2020-01-07,mom_2m,42,monthly,512480,-0.006640106241699861,-0.006640106241699861,False,1.9134810314443962
2020-01-08,mom_2m,42,monthly,512480,-0.022727272727272707,-0.022727272727272707,False,1.8699928261842964
2020-01-09,mom_2m,42,monthly,512480,0.02735978112175097,0.02735978112175097,False,1.9211554206079433
2020-01-10,mom_2m,42,monthly,512480,0.038615179760319585,0.038615179760319585,False,1.9953411825222314
2020-01-13,mom_2m,42,monthly,512480,0.05769230769230771,0.05769230769230771,False,2.110457019975437
2020-01-14,mom_2m,42,monthly,512480,-0.018181818181818077,-0.018181818181818077,False,2.072085074157702
2020-01-15,mom_2m,42,monthly,512480,0.030864197530864113,0.030864197530864113,False,2.1360383171872606
2020-01-16,mom_2m,42,monthly,512480,-0.0023952095808382756,-0.0023952095808382756,False,2.130922057744896
2020-01-17,mom_2m,42,monthly,512480,-0.007202881152461038,-0.007202881152461038,False,2.1155732794178017
2020-01-20,mom_2m,42,monthly,512480,0.059250302297460866,0.059250302297460866,False,2.240921635755737
2020-01-21,mom_2m,42,monthly,512480,0.0011415525114155667,0.0011415525114155667,False,2.2434797654769194
2020-01-22,mom_2m,42,monthly,512480,0.05929304446978345,0.05929304446978345,False,2.3765025109784017
2020-01-23,mom_2m,42,monthly,512480,-0.013993541442411161,-0.013993541442411161,False,2.3432468246030314
2020-02-03,mom_2m,42,monthly,512480,-0.0993449781659389,-0.0993449781659389,False,2.1104570199754376
2020-02-04,mom_2m,42,monthly,512480,0.042424242424242475,0.042424242424242475,False,2.19999156021682
2020-02-05,mom_2m,42,monthly,512480,0.0046511627906977715,0.0046511627906977715,False,2.2102240791015495
2020-02-06,mom_2m,42,monthly,512480,0.02546296296296302,0.02546296296296302,False,2.2665029329675614
2020-02-07,mom_2m,42,monthly,512480,0.040632054176072296,0.040632054176072296,False,2.358595602930126
2020-02-10,mom_2m,42,monthly,512480,-0.026030368763557465,-0.026030368763557465,False,2.2972004896217495
2020-02-11,mom_2m,42,monthly,512480,0.010022271714922093,0.010022271714922093,False,2.3202236571123906
2020-02-12,mom_2m,42,monthly,512480,0.030871003307607614,0.030871003307607614,False,2.391851289305497
2020-02-13,mom_2m,42,monthly,512480,0.041711229946523876,0.041711229946523876,False,2.491618348431608
2020-02-14,mom_2m,42,monthly,512480,0.014373716632443578,0.014373716632443578,False,2.527432164528161
2020-02-17,mom_2m,42,monthly,512480,0.030364372469635637,0.030364372469635637,False,2.6041760561636313
2020-02-18,mom_2m,42,monthly,512480,0.046168958742632604,0.046168958742632604,False,2.7244081530592017
2020-02-19,mom_2m,42,monthly,512480,0.013145539906103343,0.013145539906103343,False,2.760221969155755
2020-02-20,mom_2m,42,monthly,512480,0.026876737720111343,0.026876737720111343,False,2.8344077310700433
2020-02-21,mom_2m,42,monthly,512480,0.03158844765342961,0.03158844765342961,False,2.9239422713114256
2020-02-24,mom_2m,42,monthly,512480,0.05686789151356075,0.05686789151356075,False,3.0902207031882782
2020-02-25,mom_2m,42,monthly,512480,0.013245033112582849,0.013245033112582849,False,3.131150778727196
2020-02-26,mom_2m,42,monthly,512480,-0.09803921568627438,-0.09803921568627438,False,2.8241752121853145
2020-02-27,mom_2m,42,monthly,512480,-0.02898550724637683,-0.02898550724637683,False,2.742315061107479
2020-02-28,mom_2m,42,monthly,512480,-0.050373134328358216,-0.050373134328358216,False,2.6041760561636322
2020-03-02,mom_2m,42,monthly,512480,0.0019646365422396617,0.0019646365422396617,False,2.609292315605997
2020-03-03,mom_2m,42,monthly,512480,0.0019607843137254832,0.0019607843137254832,False,2.6144085750483614
2020-03-04,mom_2m,42,monthly,512480,-0.04109589041095896,-0.04109589041095896,False,2.5069671267587026
2020-03-05,mom_2m,42,monthly,512480,0.019387755102040938,0.019387755102040938,False,2.5555715914611676
2020-03-06,mom_2m,42,monthly,512480,-0.014014014014014031,-0.014014014014014031,False,2.5197577753646145
2020-03-09,mom_2m,42,monthly,512480,-0.07715736040609134,-0.07715736040609134,False,2.325339916554756
2020-03-10,mom_2m,42,monthly,512480,0.08030803080308035,0.08030803080308035,False,2.5120833862010676
2020-03-11,mom_2m,42,monthly,512480,-0.04582484725050906,-0.04582484725050906,False,2.3969675487478623
2020-03-12,mom_2m,42,monthly,512480,0.002134471718249653,0.002134471718249653,False,2.402083808190227
2020-03-13,mom_2m,42,monthly,512480,0.019169329073482455,0.019169329073482455,False,2.4481301431715092
2020-03-16,mom_2m,42,monthly,512480,-0.07419017763845348,-0.07419017763845348,False,2.2665029329675623
2020-03-17,mom_2m,42,monthly,512480,0.014672686230248422,0.014672686230248422,False,2.299758619342933
2020-03-18,mom_2m,42,monthly,512480,-0.020022246941045596,-0.020022246941045596,False,2.253712284361651
2020-03-19,mom_2m,42,monthly,512480,0.03972758229284912,0.03972758229284912,False,2.343246824603033
2020-03-20,mom_2m,42,monthly,512480,-0.014192139737991272,-0.014192139737991272,False,2.3099911382276628
2020-03-23,mom_2m,42,monthly,512480,-0.0852713178294574,-0.0852713178294574,False,2.1130151496966216
2020-03-24,mom_2m,42,monthly,512480,0.001210653753026536,0.001210653753026536,False,2.115573279417804
2020-03-25,mom_2m,42,monthly,512480,0.021765417170495738,0.021765417170495738,False,2.1616196143990862
2020-03-26,mom_2m,42,monthly,512480,-0.018934911242603603,-0.018934911242603603,False,2.1206895388601685
2020-03-27,mom_2m,42,monthly,512480,-0.012062726176115812,-0.012062726176115812,False,2.095108241648345
2020-03-30,mom_2m,42,monthly,512480,-0.023199023199023117,-0.023199023199023117,False,2.0465037769458805
2020-03-31,mom_2m,42,monthly,512480,-0.007499999999999951,-0.007499999999999951,False,2.0311549986187867
2020-04-01,mom_2m,42,monthly,512170,-0.0062893081761006275,-0.006489308176100627,True,2.0179742078793224
2020-04-02,mom_2m,42,monthly,512170,0.02320675105485237,0.02320675105485237,False,2.064804832956691
2020-04-03,mom_2m,42,monthly,512170,0.004123711340206171,0.004123711340206171,False,2.0733194920616667
2020-04-07,mom_2m,42,monthly,512170,0.030800821355236208,0.030800821355236208,False,2.1371794353489872
2020-04-08,mom_2m,42,monthly,512170,-0.005976095617529875,-0.005976095617529875,False,2.124407446691523
2020-04-09,mom_2m,42,monthly,512170,0.04208416833667328,0.04208416833667328,False,2.213811367293771
2020-04-10,mom_2m,42,monthly,512170,-0.019230769230769273,-0.019230769230769273,False,2.171238071768891
2020-04-13,mom_2m,42,monthly,512170,0.0039215686274509665,0.0039215686274509665,False,2.179752730873867
2020-04-14,mom_2m,42,monthly,512170,0.013671875,0.013671875,False,2.2095540377412832
2020-04-15,mom_2m,42,monthly,512170,0.0,0.0,False,2.2095540377412832
2020-04-16,mom_2m,42,monthly,512170,0.019267822736030782,0.019267822736030782,False,2.2521273332661633
2020-04-17,mom_2m,42,monthly,512170,-0.007561436672967825,-0.007561436672967825,False,2.235098015056211
2020-04-20,mom_2m,42,monthly,512170,0.028571428571428692,0.028571428571428692,False,2.298957958343532
2020-04-21,mom_2m,42,monthly,512170,-0.007407407407407418,-0.007407407407407418,False,2.2819286401335797
2020-04-22,mom_2m,42,monthly,512170,0.00746268656716409,0.00746268656716409,False,2.2989579583435313
2020-04-23,mom_2m,42,monthly,512170,0.0018518518518517713,0.0018518518518517713,False,2.3032152878960193
2020-04-24,mom_2m,42,monthly,512170,-0.02402957486136781,-0.02402957486136781,False,2.247870003713675
2020-04-27,mom_2m,42,monthly,512170,0.011363636363636465,0.011363636363636465,False,2.2734139810286034
2020-04-28,mom_2m,42,monthly,512170,0.0074906367041198685,0.0074906367041198685,False,2.2904432992385555
2020-04-29,mom_2m,42,monthly,512170,-0.013011152416356864,-0.013011152416356864,False,2.260641992371139
2020-04-30,mom_2m,42,monthly,512170,-0.00941619585687381,-0.00941619585687381,False,2.239355344608699
2020-05-06,mom_2m,42,monthly,512690,0.03305785123966953,0.032857851239669535,True,2.3129357493946108
2020-05-07,mom_2m,42,monthly,512690,0.02400000000000002,0.02400000000000002,False,2.3684462073800816
2020-05-08,mom_2m,42,monthly,512690,0.0234375,0.0234375,False,2.4239566653655524
2020-05-11,mom_2m,42,monthly,512690,0.003816793893129722,0.003816793893129722,False,2.433208408363131
2020-05-12,mom_2m,42,monthly,512690,0.019011406844106515,0.019011406844106515,False,2.4794671233510233
2020-05-13,mom_2m,42,monthly,512690,0.07089552238805963,0.07089552238805963,False,2.6552502403050133
2020-05-14,mom_2m,42,monthly,512690,-0.0034843205574912606,-0.0034843205574912606,False,2.645998497307435
2020-05-15,mom_2m,42,monthly,512690,-0.01748251748251728,-0.01748251748251728,False,2.5997397823195434
2020-05-18,mom_2m,42,monthly,512690,0.05693950177935925,0.05693950177935925,False,2.747767670280798
2020-05-19,mom_2m,42,monthly,512690,0.013468013468013407,0.013468013468013407,False,2.7847746422711115
2020-05-20,mom_2m,42,monthly,512690,-0.019933554817275767,-0.019933554817275767,False,2.7292641842856407
2020-05-21,mom_2m,42,monthly,512690,0.02033898305084758,0.02033898305084758,False,2.7847746422711115
2020-05-22,mom_2m,42,monthly,512690,-0.0764119601328902,-0.0764119601328902,False,2.5719845533268075
2020-05-25,mom_2m,42,monthly,512690,0.05395683453237399,0.05395683453237399,False,2.7107606982904837
2020-05-26,mom_2m,42,monthly,512690,0.027303754266211566,0.027303754266211566,False,2.784774642271111
2020-05-27,mom_2m,42,monthly,512690,-0.01661129568106312,-0.01661129568106312,False,2.7385159272832187
2020-05-28,mom_2m,42,monthly,512690,0.030405405405405483,0.030405405405405483,False,2.821781614261425
2020-05-29,mom_2m,42,monthly,512690,0.029508196721311553,0.029508196721311553,False,2.905047301239631
2020-06-01,mom_2m,42,monthly,512690,0.0573248407643312,0.0573248407643312,False,3.071578675196043
2020-06-02,mom_2m,42,monthly,512690,-0.03614457831325302,-0.03614457831325302,False,2.960557759225102
2020-06-03,mom_2m,42,monthly,512690,0.0031250000000000444,0.0031250000000000444,False,2.9698095022226805
2020-06-04,mom_2m,42,monthly,512690,0.04049844236760136,0.04049844236760136,False,3.0900821611912006
2020-06-05,mom_2m,42,monthly,512690,0.026946107784431073,0.026946107784431073,False,3.1733478481694064
2020-06-08,mom_2m,42,monthly,512690,0.002915451895043608,0.002915451895043608,False,3.1825995911669844
2020-06-09,mom_2m,42,monthly,512690,0.02034883720930236,0.02034883720930236,False,3.2473617921500337
2020-06-10,mom_2m,42,monthly,512690,0.008547008547008517,0.008547008547008517,False,3.275117021142769
2020-06-11,mom_2m,42,monthly,512690,-0.03672316384180774,-0.03672316384180774,False,3.15484436217425
2020-06-12,mom_2m,42,monthly,512690,0.011730205278592143,0.011730205278592143,False,3.191851334164563
2020-06-15,mom_2m,42,monthly,512690,-0.04057971014492745,-0.04057971014492745,False,3.062326932198465
2020-06-16,mom_2m,42,monthly,512690,0.03927492447129888,0.03927492447129888,False,3.1825995911669844
2020-06-17,mom_2m,42,monthly,512690,-0.026162790697674243,-0.026162790697674243,False,3.099333904188779
2020-06-18,mom_2m,42,monthly,512690,0.0029850746268655914,0.0029850746268655914,False,3.108585647186357
2020-06-19,mom_2m,42,monthly,512690,0.050595238095237915,0.050595238095237915,False,3.2658652781451902
2020-06-22,mom_2m,42,monthly,512690,0.011331444759206777,0.011331444759206777,False,3.302872250135504
2020-06-23,mom_2m,42,monthly,512690,0.06162464985994398,0.06162464985994398,False,3.50641059608223
2020-06-24,mom_2m,42,monthly,512690,0.0,0.0,False,3.50641059608223
2020-06-29,mom_2m,42,monthly,512690,0.0026385224274405594,0.0026385224274405594,False,3.515662339079808
2020-06-30,mom_2m,42,monthly,512690,0.0552631578947369,0.0552631578947369,False,3.7099489420289555
2020-07-01,mom_2m,42,monthly,512690,0.10972568578553621,0.10972568578553621,False,4.117025633922407
2020-07-02,mom_2m,42,monthly,512690,0.02921348314606753,0.02921348314606753,False,4.2372982928909275
2020-07-03,mom_2m,42,monthly,512690,-0.01965065502183405,-0.01965065502183405,False,4.154032605912722
2020-07-06,mom_2m,42,monthly,512690,0.04454342984409787,0.04454342984409787,False,4.33906746586429
2020-07-07,mom_2m,42,monthly,512690,0.03837953091684443,0.03837953091684443,False,4.505598839820703
2020-07-08,mom_2m,42,monthly,512690,0.006160164271047153,0.006160164271047153,False,4.533354068813438
2020-07-09,mom_2m,42,monthly,512690,0.02448979591836742,0.02448979591836742,False,4.644374984784379
2020-07-10,mom_2m,42,monthly,512690,0.019920318725099584,0.019920318725099584,False,4.736892414760164
2020-07-13,mom_2m,42,monthly,512690,0.11132812499999978,0.11132812499999978,False,5.264241765622135
2020-07-14,mom_2m,42,monthly,512690,-0.0158172231985938,-0.0158172231985938,False,5.18097607864393
2020-07-15,mom_2m,42,monthly,512690,0.03214285714285703,0.03214285714285703,False,5.347507452600341
2020-07-16,mom_2m,42,monthly,512690,-0.1384083044982698,-0.1384083044982698,False,4.607368012794066
2020-07-17,mom_2m,42,monthly,512690,-0.010040160642570295,-0.010040160642570295,False,4.5611092978061745
2020-07-20,mom_2m,42,monthly,512690,-0.012170385395537497,-0.012170385395537497,False,4.505598839820704
2020-07-21,mom_2m,42,monthly,512690,0.03490759753593431,0.03490759753593431,False,4.662878470779537
2020-07-22,mom_2m,42,monthly,512690,0.031746031746031855,0.031746031746031855,False,4.810906358740793
2020-07-23,mom_2m,42,monthly,512690,0.009615384615384581,0.009615384615384581,False,4.857165073728685
2020-07-24,mom_2m,42,monthly,512690,-0.08190476190476192,-0.08190476190476192,False,4.459340124832812
2020-07-27,mom_2m,42,monthly,512690,0.008298755186721962,0.008298755186721962,False,4.496347096823126
2020-07-28,mom_2m,42,monthly,512690,0.0473251028806585,0.0473251028806585,False,4.70913718576743
2020-07-29,mom_2m,42,monthly,512690,0.017681728880157177,0.017681728880157177,False,4.792402872745636
2020-07-30,mom_2m,42,monthly,512690,0.01158301158301156,0.01158301158301156,False,4.847913330731107
2020-07-31,mom_2m,42,monthly,512690,-0.001908396946564861,-0.001908396946564861,False,4.838661587733529
2020-08-03,mom_2m,42,monthly,512690,0.01147227533460815,0.01147227533460815,False,4.894172045718999
2020-08-04,mom_2m,42,monthly,512690,-0.007561436672967825,-0.007561436672967825,False,4.857165073728686
2020-08-05,mom_2m,42,monthly,512690,-0.005714285714285672,-0.005714285714285672,False,4.829409844735951
2020-08-06,mom_2m,42,monthly,512690,-0.03256704980842917,-0.03256704980842917,False,4.672130213777117
2020-08-07,mom_2m,42,monthly,512690,-0.045544554455445585,-0.045544554455445585,False,4.459340124832813
2020-08-10,mom_2m,42,monthly,512690,0.018672199170124415,0.018672199170124415,False,4.542605811811018
2020-08-11,mom_2m,42,monthly,512690,0.010183299389002087,0.010183299389002087,False,4.588864526798911
2020-08-12,mom_2m,42,monthly,512690,-0.03427419354838712,-0.03427419354838712,False,4.431584895840078
2020-08-13,mom_2m,42,monthly,512690,0.018789144050104456,0.018789144050104456,False,4.514850582818284
2020-08-14,mom_2m,42,monthly,512690,0.05122950819672134,0.05122950819672134,False,4.746144157757746
2020-08-17,mom_2m,42,monthly,512690,0.04483430799220267,0.04483430799220267,False,4.95893424670205
2020-08-18,mom_2m,42,monthly,512690,0.01679104477611948,0.01679104477611948,False,5.042199933680257
2020-08-19,mom_2m,42,monthly,512690,0.005504587155963359,0.005504587155963359,False,5.069955162672993
2020-08-20,mom_2m,42,monthly,512690,-0.04197080291970812,-0.04197080291970812,False,4.857165073728687
2020-08-21,mom_2m,42,monthly,512690,0.03809523809523818,0.03809523809523818,False,5.042199933680257
2020-08-24,mom_2m,42,monthly,512690,0.03486238532110075,0.03486238532110075,False,5.217983050634246
2020-08-25,mom_2m,42,monthly,512690,0.06028368794326244,0.06028368794326244,False,5.5325423125519135
2020-08-26,mom_2m,42,monthly,512690,-0.0016722408026755842,-0.0016722408026755842,False,5.5232905695543355
2020-08-27,mom_2m,42,monthly,512690,0.01675041876046901,0.01675041876046901,False,5.61580799953012
2020-08-28,mom_2m,42,monthly,512690,0.060955518945634335,0.060955518945634335,False,5.958122490440523
2020-08-31,mom_2m,42,monthly,512690,0.02018633540372683,0.02018633540372683,False,6.078395149409044
2020-09-01,mom_2m,42,monthly,512690,-0.03196347031963476,-0.03196347031963476,False,5.884108546459896
2020-09-02,mom_2m,42,monthly,512690,-0.014150943396226467,-0.014150943396226467,False,5.80084285948169
2020-09-03,mom_2m,42,monthly,512690,0.02551834130781505,0.02551834130781505,False,5.948870747442945
2020-09-04,mom_2m,42,monthly,512690,-0.04043545878693622,-0.04043545878693622,False,5.708325429505906
2020-09-07,mom_2m,42,monthly,512690,-0.03241491085899517,-0.03241491085899517,False,5.523290569554336
2020-09-08,mom_2m,42,monthly,512690,-0.03350083752093802,-0.03350083752093802,False,5.338255709602767
2020-09-09,mom_2m,42,monthly,512690,-0.038128249566724226,-0.038128249566724226,False,5.134717363656042
2020-09-10,mom_2m,42,monthly,512690,0.02702702702702675,0.02702702702702675,False,5.273493508619718
2020-09-11,mom_2m,42,monthly,512690,0.05263157894736836,0.05263157894736836,False,5.551045798547071
2020-09-14,mom_2m,42,monthly,512690,0.018333333333333313,0.018333333333333313,False,5.652814971520434
2020-09-15,mom_2m,42,monthly,512690,-0.0016366612111292644,-0.0016366612111292644,False,5.643563228522856
2020-09-16,mom_2m,42,monthly,512690,-0.02786885245901638,-0.02786885245901638,False,5.4862835975640225
2020-09-17,mom_2m,42,monthly,512690,-0.03541315345699836,-0.03541315345699836,False,5.291996994614875
2020-09-18,mom_2m,42,monthly,512690,0.022727272727272707,0.022727272727272707,False,5.412269653583395
2020-09-21,mom_2m,42,monthly,512690,-0.027350427350427364,-0.027350427350427364,False,5.264241765622139
2020-09-22,mom_2m,42,monthly,512690,-0.014059753954305587,-0.014059753954305587,False,5.190227821641512
2020-09-23,mom_2m,42,monthly,512690,0.0017825311942958333,0.0017825311942958333,False,5.19947956463909
2020-09-24,mom_2m,42,monthly,512690,-0.03380782918149472,-0.03380782918149472,False,5.0236964476851
2020-09-25,mom_2m,42,monthly,512690,0.012891344383057168,0.012891344383057168,False,5.08845864866815
2020-09-28,mom_2m,42,monthly,512690,0.014545454545454639,0.014545454545454639,False,5.162472592648777
2020-09-29,mom_2m,42,monthly,512690,0.0035842293906809264,0.0035842293906809264,False,5.180976078643934
2020-09-30,mom_2m,42,monthly,512690,0.0071428571428568954,0.0071428571428568954,False,5.217983050634246
2020-10-09,mom_2m,42,monthly,512690,0.02127659574468077,0.02127659574468077,False,5.329003966605187
2020-10-12,mom_2m,42,monthly,512690,0.08333333333333348,0.08333333333333348,False,5.773087630488954
2020-10-13,mom_2m,42,monthly,512690,0.004807692307692291,0.004807692307692291,False,5.800842859481689
2020-10-14,mom_2m,42,monthly,512690,0.0,0.0,False,5.800842859481689
2020-10-15,mom_2m,42,monthly,512690,-0.0015948963317384823,-0.0015948963317384823,False,5.79159111648411
2020-10-16,mom_2m,42,monthly,512690,-0.019169329073482455,-0.019169329073482455,False,5.680570200513168
2020-10-19,mom_2m,42,monthly,512690,-0.014657980456026065,-0.014657980456026065,False,5.597304513534962
2020-10-20,mom_2m,42,monthly,512690,0.05123966942148761,0.05123966942148761,False,5.884108546459895
2020-10-21,mom_2m,42,monthly,512690,0.0062893081761006275,0.0062893081761006275,False,5.9211155184502084
2020-10-22,mom_2m,42,monthly,512690,0.018750000000000044,0.018750000000000044,False,6.03213643442115
2020-10-23,mom_2m,42,monthly,512690,-0.02914110429447858,-0.02914110429447858,False,5.85635331746716
2020-10-26,mom_2m,42,monthly,512690,-0.02211690363349128,-0.02211690363349128,False,5.726828915501062
2020-10-27,mom_2m,42,monthly,512690,0.02100161550888524,0.02100161550888524,False,5.847101574469582
2020-10-28,mom_2m,42,monthly,512690,0.05221518987341778,0.05221518987341778,False,6.152409093389671
2020-10-29,mom_2m,42,monthly,512690,0.03609022556390973,0.03609022556390973,False,6.374450925331553
2020-10-30,mom_2m,42,monthly,512690,-0.04208998548621179,-0.04208998548621179,False,6.106150378401779
2020-11-02,mom_2m,42,monthly,515030,0.03781174577634738,0.037611745776347384,True,6.335813354106374
2020-11-03,mom_2m,42,monthly,515030,-0.0031007751937984773,-0.0031007751937984773,False,6.316167421225424
2020-11-04,mom_2m,42,monthly,515030,0.021772939346811793,0.021772939346811793,False,6.453688951392074
2020-11-05,mom_2m,42,monthly,515030,0.060121765601217625,0.060121765601217625,False,6.841696125790836
2020-11-06,mom_2m,42,monthly,515030,-0.008614501076812608,-0.008614501076812608,False,6.782758327147986
2020-11-09,mom_2m,42,monthly,515030,0.0173787110789283,0.0173787110789283,False,6.900633924433686
2020-11-10,mom_2m,42,monthly,515030,-0.017793594306049876,-0.017793594306049876,False,6.777846843927748
2020-11-11,mom_2m,42,monthly,515030,-0.034782608695652084,-0.034782608695652084,False,6.542095649356349
2020-11-12,mom_2m,42,monthly,515030,0.01276276276276267,0.01276276276276267,False,6.625590864100386
2020-11-13,mom_2m,42,monthly,515030,0.022238695329874103,0.022238695329874103,False,6.772935360707511
2020-11-16,mom_2m,42,monthly,515030,-0.0036258158085568093,-0.0036258158085568093,False,6.748377944606324
2020-11-17,mom_2m,42,monthly,515030,-0.017467248908296984,-0.017467248908296984,False,6.630502347320624
2020-11-18,mom_2m,42,monthly,515030,-0.024444444444444602,-0.024444444444444602,False,6.468423401052785
2020-11-19,mom_2m,42,monthly,515030,-0.0030372057706909983,-0.0030372057706909983,False,6.448777468171835
2020-11-20,mom_2m,42,monthly,515030,0.032749428789032864,0.032749428789032864,False,6.659971246642049
2020-11-23,mom_2m,42,monthly,515030,0.02359882005899694,0.02359882005899694,False,6.817138709689648
2020-11-24,mom_2m,42,monthly,515030,0.012247838616714857,0.012247838616714857,False,6.900633924433687
2020-11-25,mom_2m,42,monthly,515030,-0.020640569395017905,-0.020640569395017905,False,6.758200911046798
2020-11-26,mom_2m,42,monthly,515030,-0.01671511627906974,-0.01671511627906974,False,6.645236796981336
2020-11-27,mom_2m,42,monthly,515030,-0.0044345898004434225,-0.0044345898004434225,False,6.615767897659911
