as_of,close,ma200,above_ma,ma_slope_up,base_level,mom_3m,mom_6m,amount_pct,margin_chg,margin_note,breadth,vetoes,final_level,final_name
2026-07-06,4842.0,4681.63,True,True,2,0.0904,0.0458,0.372,0.0169,+1.7%,上涨占比 36% (涨1817/跌3278),广度差(上涨占比 36% (涨1817/跌3278)),1,中性
